Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Snake_88:Head_M1,,,Snake_88:M2,,,Snake_88:M3,,,Snake_88:M4,,,Snake_88:M5,,,Snake_88:M6,,,Snake_88:M7,,,Snake_88:M8,,,Snake_88:M9,,,Snake_88:Vent_M10,,,brancho:OriginEnd,,,brancho:TargetEnd,,,brancho:OriginOther,,,brancho:TargetOther,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
11405,0,688.035,-10.3194,279.401,600.547,-19.8679,272.568,510.999,-4.72359,251.079,432.995,-17.6167,259.707,344.179,-50.4291,241.099,279.325,-44.9971,174.192,196.079,-55.5477,129.95,88.268,-68.8671,111.007,4.77861,-80.2476,124.163,-86.9694,-93.0822,165.051,,,,,,,-882.538,-153.091,277.754,793.961,-16.5225,272.045
11406,0,690.482,-10.7679,279.418,603.251,-19.4673,272.322,513.896,-5.45293,252.636,435.37,-15.6752,258.111,346.677,-51.6338,243.837,282.205,-45.271,176.182,199.494,-55.7206,131.234,91.9649,-69.0794,111.248,8.55328,-80.7691,123.711,-83.5343,-93.4557,163.803,,,,,,,-882.537,-153.091,277.754,793.972,-16.516,272.08
11407,0,693.63,-12.0741,279.162,606.09,-18.5543,271.96,516.697,-6.13023,254.091,437.39,-13.8486,256.401,349.05,-52.0885,246.364,285.355,-45.4965,178.388,203.404,-55.9178,132.541,95.6679,-69.3123,111.47,12.1632,-81.2051,123.102,-80.3737,-94.1924,162.494,,,,,,,-882.538,-153.091,277.754,794.011,-16.5411,272.083
11408,0,695.581,-11.8811,279.027,608.525,-17.7752,271.153,519.696,-6.80416,255.522,439.661,-12.2107,254.342,351.563,-52.2348,249.018,288.489,-45.5429,180.489,206.702,-55.0554,133.557,99.3939,-69.4413,111.862,15.6855,-81.4073,122.882,-77.204,-94.6499,161.129,,,,,,,-882.541,-153.082,277.733,794.011,-16.5419,272.083
11409,0,697.694,-11.5757,278.694,611.214,-16.2488,270.269,522.876,-7.44892,256.906,442.143,-10.4885,252.501,354.241,-52.4476,251.69,291.217,-45.7395,182.419,210.136,-54.9608,134.832,102.918,-69.5045,112.34,19.2664,-81.6307,122.697,-74.1744,-95.4956,159.589,,,,,,,-882.538,-153.091,277.754,794.022,-16.5368,272.083
11410,0,700.197,-11.1807,278.574,613.773,-14.4396,269.324,525.972,-8.34102,258.2,444.709,-8.86216,250.371,357.391,-53.0815,254.288,293.983,-45.9468,184.52,213.496,-55.1012,135.881,106.685,-69.5279,113.052,22.9026,-82.435,122.641,-70.9852,-96.2011,158.116,,,,,,,-882.538,-153.091,277.754,794.057,-16.5113,272.094
11411,0,702.757,-11.2802,278.448,,,,529.07,-9.51174,259.459,447.838,-6.86958,248.504,360.073,-52.2921,256.786,296.83,-45.8078,186.875,217.023,-55.0643,137.043,110.43,-69.599,113.803,26.54,-82.6531,122.648,-68.0373,-97.1704,156.68,,,,,,,-882.541,-153.082,277.733,794.07,-16.5095,272.104
11412,0,705.429,-11.0887,278.383,617.814,-11.6127,266.366,532.184,-10.6836,260.81,,,,363.035,-52.0864,259.095,299.745,-45.5914,189.246,220.676,-54.8067,138.154,113.935,-69.7422,114.506,30.0991,-83.1444,122.681,-64.8549,-97.6293,155.441,,,,,,,-882.511,-153.145,277.755,794.07,-16.5098,272.104
11413,0,708.497,-10.2568,278.479,620.653,-8.71557,265.094,535.578,-11.4119,262.353,453.177,-4.68364,244.754,366.256,-51.3096,261.192,302.487,-45.5957,191.321,224.03,-54.7915,139.486,117.621,-69.8562,115.198,33.6754,-83.55,122.79,-61.4372,-97.9452,154.343,,,,,,,-882.527,-153.182,277.75,794.068,-16.513,272.105
11414,0,711.361,-10.5794,278.388,623.238,-6.47701,263.58,538.988,-12.1777,263.839,456.801,-2.69745,243.566,369.524,-51.4417,263.074,305.413,-45.2697,193.473,227.589,-54.5624,140.764,121.47,-70.0063,116.003,37.3914,-83.7675,123.125,-58.1851,-98.8022,153.244,,,,,,,-882.527,-153.182,277.749,794.102,-16.5224,272.108
11415,0,714.865,-10.3805,278.434,625.609,-4.47612,262.089,542.351,-13.132,265.26,459.677,-1.74156,242.482,372.982,-51.0679,265.016,308.339,-45.0425,195.65,231.331,-54.2194,141.96,125.226,-69.9963,116.789,41.1842,-84.0361,123.281,-54.8598,-99.5872,152.307,,,,,,,-882.526,-153.193,277.738,794.116,-16.5151,272.106
11416,0,718.17,-10.8263,278.19,628.446,-1.82509,260.927,545.434,-14.6303,266.737,462.764,-0.785242,241.636,376.178,-49.9998,266.72,311.257,-44.9177,197.622,235.068,-53.8989,143.01,129.275,-69.9687,117.552,45.2912,-84.0995,123.489,-51.056,-99.6077,151.57,,,,,,,-882.544,-153.219,277.755,794.09,-16.4663,272.103
11417,0,722.224,-10.3099,278.343,631.299,0.621572,259.947,548.905,-15.7567,268.353,466.256,0.255685,241.434,380.026,-49.4465,268.402,314.284,-44.7881,199.787,238.928,-53.5184,143.889,133.392,-69.6039,118.192,49.2853,-84.0406,123.719,-47.2797,-99.452,150.981,,,,,,,-882.544,-153.231,277.744,794.089,-16.4651,272.103
11418,0,726.321,-10.0548,278.375,634.059,2.62985,259.098,552.515,-16.9254,269.87,,,,383.609,-48.4937,269.62,317.134,-44.9881,201.961,242.964,-52.9399,144.724,137.672,-69.4884,118.694,53.4478,-84.4633,124.191,-43.39,-99.5792,150.36,,,,,,,-882.56,-153.267,277.744,794.091,-16.4667,272.118
11419,0,730.087,-9.88551,278.489,637.148,4.97377,258.774,556.173,-18.2749,271.363,,,,386.796,-47.3318,271.242,320.075,-45.2889,204.398,246.624,-52.1426,145.752,142.06,-69.3036,119.276,58.1276,-84.4459,124.872,-39.1766,-99.6131,150.005,,,,,,,-882.576,-153.304,277.744,794.093,-16.4448,272.116
11420,0,733.86,-9.83053,278.764,640.331,7.1088,258.507,560.034,-19.1211,272.877,477.801,2.42479,242.918,390.506,-46.2411,272.227,322.955,-45.6134,206.699,,,,146.6,-69.0311,119.562,62.5972,-84.3201,124.921,-34.6704,-99.0907,149.77,,,,,,,-882.61,-153.307,277.748,794.092,-16.4432,272.101
11421,0,737.607,-9.7238,279.175,643.502,8.93316,258.443,563.509,-20.3873,274.121,481.566,2.62726,244.083,394.258,-44.7598,272.916,325.846,-45.8614,209.219,254.654,-50.102,147.046,151.442,-68.6522,119.507,67.4161,-84.0026,125.38,-30.3736,-99.0129,149.772,,,,398.295,-47.795,257.907,-882.627,-153.342,277.749,794.057,-16.3979,272.111
11422,0,741.283,-9.78576,279.454,647.023,10.5798,258.855,567.335,-21.2091,275.217,484.791,1.96304,245.055,397.72,-43.4847,273.361,328.776,-46.2143,211.708,261.168,-51.1597,147.613,156.367,-68.1465,119.421,72.502,-83.7135,125.63,-25.378,-98.2872,150.013,,,,398.275,-47.7777,257.861,-882.66,-153.416,277.75,794.057,-16.3975,272.11
11423,0,745.521,-9.4692,279.948,650.489,11.2698,259.504,571.184,-21.8698,276.127,488.869,2.1486,246.506,401.397,-41.7707,273.518,331.447,-46.9281,214.278,266.122,-50.8312,148.483,161.307,-67.6363,119.157,77.7576,-83.0775,125.572,-20.4878,-97.7198,150.172,,,,398.246,-47.7537,257.83,-882.674,-153.464,277.776,794.028,-16.3631,272.083
11424,0,749.561,-9.7757,280.196,654.347,11.9146,260.31,574.849,-22.096,276.878,492.496,1.62653,247.981,405.084,-40.1165,273.353,334.039,-47.6205,216.999,,,,166.529,-66.9351,118.581,83.0091,-82.327,125.196,-15.1388,-97.0445,150.483,,,,398.231,-47.826,257.807,-882.708,-153.466,277.779,794.03,-16.3313,272.07
11425,0,753.414,-10.6213,280.259,658.5,12.6758,261.367,578.329,-21.95,278.08,,,,408.188,-38.5704,273,336.789,-48.361,219.731,,,,171.798,-66.2608,117.888,88.2808,-81.795,124.734,-9.39169,-96.0453,150.938,,,,398.24,-47.7606,257.76,-882.725,-153.502,277.78,794.003,-16.3013,272.067
11426,0,757.672,-10.4335,280.644,662.309,12.6388,262.435,582.063,-21.4886,278.677,,,,411.443,-36.7243,272.351,339.379,-49.1508,222.567,279.305,-48.6,151.112,177.082,-65.4418,116.996,93.7005,-81.2599,124.1,-4.21608,-95.7427,150.926,,,,398.269,-47.7859,257.674,-882.741,-153.539,277.78,793.994,-16.2845,272.065
11427,0,761.229,-11.4512,280.673,665.94,12.3967,263.662,587.435,-22.6605,278.802,,,,414.987,-34.1285,271.696,342.065,-50.432,225.482,284.136,-47.9569,152.24,182.886,-64.554,115.928,99.4193,-80.3871,123.363,2.27888,-94.1988,150.799,,,,398.272,-47.802,257.641,-882.758,-153.576,277.78,793.991,-16.306,272.067
11428,0,765.314,-11.4848,280.861,669.75,11.8928,265.229,591.177,-21.8669,278.688,507.092,-2.62324,254.893,417.944,-32.1918,270.627,344.575,-51.2886,228.328,288.637,-47.3032,153.245,188.348,-63.5746,114.623,105.353,-79.1907,122.19,7.99803,-93.6279,150.426,,,,398.283,-47.841,257.613,-882.758,-153.576,277.78,793.98,-16.2865,272.056
11429,0,769.066,-11.8589,281.001,673.503,11.2156,266.684,595.256,-20.9425,278.497,,,,,,,346.862,-52.2206,231.285,293.13,-46.6379,154.22,194.312,-62.3547,113.33,111.306,-78.3201,120.621,14.284,-92.7929,149.736,,,,398.263,-47.837,257.602,-882.758,-153.575,277.775,793.951,-16.146,272.024
11430,0,772.707,-12.914,280.653,677.112,10.3141,267.895,599.106,-19.9794,277.907,,,,,,,349.268,-52.7384,234.187,,,,200.294,-61.1098,111.943,117.224,-77.4109,118.965,20.5166,-92.5093,148.451,,,,398.263,-47.803,257.555,-882.763,-153.564,277.797,793.957,-16.1707,272.012
11431,0,776.593,-12.9748,280.522,680.764,9.0013,269.06,602.905,-18.5991,277.228,517.566,-8.19326,260.868,,,,351.516,-52.8616,236.979,,,,206.07,-59.6544,110.383,123.641,-75.7712,116.951,26.8932,-91.7773,147.047,,,,398.246,-47.6935,257.441,-882.755,-153.584,277.801,794.072,-16.8329,271.955
11432,0,779.756,-12.3241,280.802,684.076,7.42715,270.338,606.571,-16.7996,276.401,521.042,-10.4262,262.832,430.719,-22.1816,266.045,353.891,-52.579,239.9,306.812,-45.2899,158.485,212.361,-58.0097,108.648,129.699,-75.1643,114.627,33.5359,-91.1122,145.074,,,,398.24,-47.6124,257.312,-882.737,-153.619,277.799,794.038,-17.2985,271.725
11433,0,782.93,-10.7012,280.782,687.368,5.74077,271.307,609.788,-15.0641,275.23,525.167,-11.9701,265.106,433.637,-20.4387,264.512,356.229,-51.8517,242.851,310.91,-44.8193,160.218,218.638,-56.2872,106.862,136.156,-74.2891,111.75,40.2762,-90.4744,142.883,,,,398.272,-47.4834,257.139,-882.727,-153.638,277.797,793.934,-17.3154,271.856
11434,0,786.791,-10.0471,281.468,690.5,3.47731,271.757,613.071,-12.3504,273.752,,,,437.019,-18.6105,262.997,358.601,-50.9736,245.688,314.571,-43.9288,161.966,224.908,-54.8747,104.945,142.753,-73.1794,108.769,47.0131,-90.1301,140.249,,,,398.369,-46.9596,257.036,-882.711,-153.602,277.796,,,
11435,0,790.361,-8.92934,281.42,693.606,1.26909,272.42,615.662,-10.0927,272.13,,,,440.952,-16.6508,261.831,361.249,-49.6769,248.335,318.702,-43.8086,164.236,231.56,-53.1899,103.084,149.719,-71.7712,105.478,53.8719,-89.6353,137.227,,,,398.359,-47.0586,256.911,-882.693,-153.634,277.787,,,
11436,0,794.466,-9.57034,282.186,697.178,0.174709,273.277,617.917,-8.17968,270.077,537.569,-17.1689,272.647,445.258,-14.7016,260.807,363.98,-48.4067,250.865,322.159,-43.3688,166.218,238.147,-51.5121,101.048,156.435,-70.8568,101.917,61.2143,-88.941,133.733,,,,398.386,-46.8436,256.895,-882.667,-153.619,277.791,,,
11437,0,797.516,-8.71234,282.196,,,,620.515,-5.50605,268.438,541.769,-18.7194,275.274,448.896,-13.9452,259.416,366.895,-47.0761,253.418,325.925,-42.9765,168.581,245.127,-49.9533,99.2848,163.666,-69.6865,97.914,68.5239,-88.6106,129.831,,,,398.376,-46.8404,256.789,-882.65,-153.581,277.785,,,
11438,0,801.783,-8.05696,282.067,,,,623.527,-2.28216,267.004,545.21,-21.3216,277.329,452.927,-12.7403,258.306,370.016,-45.712,255.772,329.084,-42.3936,171.134,252.163,-48.1124,97.8066,171.243,-68.0598,93.7662,76.0481,-88.1534,125.269,,,,398.255,-46.759,257.056,-882.633,-153.614,277.781,,,
11439,0,806.036,-7.99511,281.805,,,,626.207,0.519129,265.186,549.049,-22.9092,279.728,456.933,-11.5786,257.19,373.334,-44.4112,257.837,332.033,-42.3921,173.831,259.246,-46.468,96.346,179.02,-66.6405,89.5922,83.8387,-87.2905,120.37,,,,398.237,-46.1446,256.481,-882.616,-153.579,277.781,,,
11440,0,810.4,-8.04073,281.399,712.833,-2.94323,275.713,628.835,3.13841,263.385,553.471,-23.3771,282.086,460.957,-10.5676,256.324,376.844,-42.7867,259.872,334.942,-42.7256,176.801,266.463,-44.7476,95.1684,186.894,-65.6226,85.1303,91.8397,-86.6982,114.876,,,,398.319,-45.4115,256.535,-882.6,-153.541,277.78,,,
11441,0,814.728,-8.24043,280.97,,,,631.979,5.91005,261.962,557.413,-24.7279,283.769,464.683,-9.84218,255.372,380.276,-41.1988,261.308,337.746,-42.6923,179.709,273.997,-42.7953,94.4264,195.008,-64.1771,80.8048,99.7924,-86.2988,109.019,,,,398.493,-42.779,256.499,-882.583,-153.505,277.78,,,
11442,0,819.243,-8.58427,280.138,721.36,-2.80102,275.578,635.397,8.56116,260.608,562.184,-24.638,285.581,468.996,-8.58603,254.579,383.728,-39.9384,262.971,339.757,-42.2408,182.773,281.206,-41.0601,93.7664,203.261,-62.7965,76.1466,108.393,-85.5089,102.656,,,,398.521,-41.8754,256.435,-882.587,-153.496,277.759,794.011,-16.8239,272.268
11443,0,823.787,-8.86781,279.173,725.206,-3.29837,275.165,638.931,11.0458,259.503,,,,472.986,-7.89807,253.852,387.342,-37.9619,264.401,342.22,-42.4025,185.922,287.835,-38.9337,93.3499,212.285,-60.9785,71.5821,117.083,-84.7494,96.06,,,,398.565,-41.9462,256.5,-882.579,-153.441,277.76,794.027,-16.7596,272.283
11444,0,828.45,-9.01735,278.209,729.478,-2.82065,275.107,642.652,13.113,258.844,,,,476.869,-7.7362,253.19,390.87,-36.0646,265.173,344.201,-42.7526,189.084,295.808,-37.5569,93.5655,221.159,-59.4695,67.2843,125.709,-84.281,88.894,,,,,,,-882.58,-153.439,277.76,794.061,-16.7058,272.227
11445,0,833.171,-8.88146,277.957,,,,646.683,14.9664,258.691,575.427,-27.0315,288.104,481.044,-7.18219,253.003,394.852,-34.2546,266.123,346.114,-42.9244,192.247,303.408,-36.0631,93.9971,230.581,-57.5441,62.9231,134.875,-83.2639,81.1513,,,,397.886,-51.6726,258.916,-882.597,-153.406,277.764,794.077,-16.6817,272.205
11446,0,837.449,-9.29007,278.09,738.422,-2.1701,274.281,650.804,16.1096,258.659,579.715,-27.4522,288.218,485.174,-6.8493,252.712,398.934,-32.4964,266.496,347.736,-42.8101,195.511,311.029,-34.9959,94.5082,240.061,-55.7947,58.8056,144.252,-81.8864,73.3494,,,,397.991,-50.89,258.343,-882.624,-153.352,277.769,794.088,-16.6392,272.203
11447,0,842.167,-9.42302,278.716,743.509,-0.436106,274.019,655.104,17.0063,259.358,584.447,-26.4905,288.394,489.65,-6.24692,252.725,402.747,-30.5959,267.069,349.541,-43.0483,198.628,318.52,-33.9473,95.3446,249.958,-53.6182,55.0583,153.758,-80.368,64.9068,,,,398,-50.7645,258.306,-882.624,-153.351,277.77,794.083,-16.6505,272.215
11448,0,846.875,-9.99628,279.148,747.842,-0.955632,273.282,659.504,17.2689,260.429,588.912,-25.7099,288.133,493.79,-6.13873,252.853,406.365,-28.6314,267.278,351.378,-43.0673,201.919,325.917,-33.1595,96.7647,259.938,-51.2446,51.5138,163.657,-78.5639,56.3665,,,,397.974,-50.7051,258.314,-882.658,-153.354,277.773,794.059,-16.6113,272.227
11449,0,851.913,-10.2067,279.216,752.691,-1.08128,273.317,663.659,16.5714,261.643,592.974,-24.9017,287.514,497.623,-6.55193,253.287,410.034,-26.6591,267.401,353.052,-43.0916,205.085,333.062,-32.2076,98.2355,270.099,-48.7844,48.6155,174.034,-76.23,47.5705,,,,397.941,-50.664,258.399,-882.667,-153.335,277.775,794.069,-16.6595,272.289
11450,0,856.964,-9.9678,279.465,757.727,-1.54212,273.328,667.949,15.7048,263.256,596.902,-23.4087,286.604,501.179,-7.25282,253.863,413.589,-25.1022,267.51,354.575,-42.6388,208.179,340.157,-31.7936,100.256,280.441,-46.4807,45.871,184.583,-74.107,38.7456,,,,397.841,-51.0298,258.716,-882.685,-153.301,277.778,794.086,-16.7476,272.381
11451,0,862.036,-10.1917,279.185,762.518,-2.13006,273.648,671.911,13.6322,264.822,600.685,-21.3841,285.501,504.977,-7.64185,254.705,,,,355.965,-42.5472,211.498,346.975,-31.3602,102.4,290.833,-44.0732,43.7202,195.766,-71.1656,30.1859,,,,397.675,-50.5259,258.712,-882.702,-153.325,277.79,794.08,-16.8097,272.43
11452,0,866.769,-10.1537,279.232,767.153,-2.81473,273.919,676.133,11.9688,266.604,604.443,-18.8026,284.179,508.71,-8.0518,255.915,,,,357.315,-42.2792,214.427,353.865,-31.4933,104.639,301.536,-41.6998,42.1577,207.47,-67.7382,21.5972,,,,398.375,-51.5865,258.227,-882.728,-153.284,277.784,794.173,-16.9208,272.451
11453,0,871.712,-9.35308,279.766,772.267,-2.42519,274.544,680.211,10.3245,268.393,,,,512.158,-8.64166,257.108,424.211,-20.4549,266.36,358.798,-42.0439,217.46,360.117,-31.328,107.211,312.356,-39.4315,40.7791,219.553,-63.8074,13.4366,,,,397.789,-51.0163,258.744,-882.729,-153.283,277.784,794.174,-16.9149,272.438
11454,0,876.019,-8.61645,279.63,776.192,-3.50732,274.444,683.832,8.1562,269.994,610.85,-15.1752,280.501,515.346,-9.30531,258.59,427.87,-18.7211,265.888,360.139,-41.3351,220.552,366.346,-31.5956,109.958,323.179,-37.3434,40.0659,232.226,-59.8802,5.80527,,,,397.769,-50.9038,258.738,-882.755,-153.23,277.789,794.172,-16.8953,272.428
11455,0,880.441,-8.77365,280.233,780.208,-3.74858,274.289,687.725,6.78141,271.499,,,,518.504,-9.81262,260.248,431.383,-17.2593,265.389,361.566,-40.3652,223.273,371.382,-31.3482,112.81,333.875,-35.5194,39.8449,245.33,-55.4101,-1.29022,,,,397.768,-50.9771,258.745,-882.755,-153.228,277.784,794.051,-16.9354,272.399
11456,0,884.567,-10.8401,280.894,784.27,-3.26221,274.196,691.143,5.20818,272.558,616.466,-10.622,276.497,521.721,-10.2907,261.889,434.879,-16.1239,264.587,362.979,-39.1924,226.15,376.807,-31.9148,115.412,344.297,-33.5224,40.167,258.833,-51.0629,-7.85817,,,,397.769,-50.9924,258.744,-882.755,-153.229,277.784,794.124,-16.9412,272.446
11457,0,887.693,-10.3699,280.999,789.208,-0.846997,274.898,694.553,4.10139,273.334,619.032,-8.12441,274.505,524.736,-11.021,263.454,438.23,-15.1234,263.809,364.451,-38.0865,228.813,381.49,-32.2672,118.348,354.506,-31.8033,40.9442,272.949,-46.5684,-13.8504,,,,397.767,-50.9883,258.753,-882.755,-153.218,277.795,794.137,-16.8792,272.465
11458,0,891.174,-9.84321,281.217,791.224,-3.24761,274.126,697.743,3.0269,274.198,,,,527.55,-11.9281,265.227,441.711,-14.1367,263.013,366.105,-37.3239,231.71,385.859,-32.6353,121.477,364.487,-30.067,42.3023,287.125,-41.8967,-19.2635,,,,397.767,-50.9871,258.753,-882.738,-153.183,277.798,794.077,-16.9825,272.482
11459,0,894.149,-10.0558,280.938,794.272,-2.79591,273.739,699.92,2.03797,275.048,623.424,-3.73742,270.39,530.295,-12.6605,266.816,445.096,-13.1213,261.937,367.713,-36.2675,233.811,389.484,-32.859,124.713,374.067,-28.7297,44.1804,301.787,-37.3575,-23.7439,,,,397.757,-51.0414,258.728,-882.721,-153.214,277.791,794.173,-16.8773,272.471
11460,0,897.58,-8.62082,281.128,797.233,-1.90405,273.948,,,,625.601,-1.23068,268.76,533.299,-13.0386,268.536,448.4,-12.2666,261.145,369.628,-35.308,236.205,392.689,-32.9986,127.907,383.578,-27.4432,46.3302,316.68,-32.8219,-27.297,,,,397.757,-51.047,258.728,-882.695,-153.198,277.789,794.182,-16.9051,272.463
11461,0,901.16,-6.78903,281.362,799.598,-1.27157,274.244,706.658,-1.37919,276.562,,,,536.116,-13.4567,270.341,451.664,-11.3731,260.26,371.315,-34.4275,238.789,395.679,-32.7314,131.233,392.32,-26.4935,48.9793,331.775,-28.6203,-30.0149,,,,397.795,-51.0786,258.733,-882.679,-153.161,277.789,794.171,-16.9068,272.455
11462,0,904.232,-6.36198,281.076,802.824,-0.917331,274.046,,,,629.576,2.68766,265.921,,,,454.554,-10.9327,259.428,372.946,-33.7339,241.391,397.97,-32.4437,134.557,400.654,-25.2546,52.406,346.857,-24.6213,-31.9207,,,,397.761,-51.0502,258.714,-882.665,-153.186,277.765,794.138,-16.9062,272.446
11463,0,907.504,-5.20788,280.888,805.829,-0.804572,274.34,712.843,-2.21215,278.124,631.44,3.91509,264.72,540.66,-15.6822,274.084,457.659,-9.94465,258.54,374.662,-33.0712,243.848,400.039,-32.1269,137.745,408.425,-24.4565,55.7177,361.903,-20.7454,-32.7821,,,,397.759,-51.045,258.713,-882.639,-153.171,277.768,794.135,-16.9025,272.469
11464,0,910.828,-3.58415,280.68,,,,,,,634.001,6.00465,264.021,542.974,-16.7116,276.215,460.291,-9.7279,257.732,376.343,-32.522,246.298,401.742,-31.5686,140.927,415.89,-23.4758,59.881,377.009,-17.387,-32.6165,,,,397.757,-51.044,258.728,-882.622,-153.204,277.764,794.131,-16.9113,272.461
11465,0,914.096,-2.18855,280.596,814.492,-2.84477,274.869,719.178,-4.71831,278.656,635.953,6.73264,263.348,546.164,-16.6253,278.811,463.206,-9.04018,257.178,378.139,-31.8992,248.882,402.965,-30.744,143.887,422.582,-22.5997,63.6864,391.646,-14.3217,-31.3469,,,,,,,-882.605,-153.169,277.764,794.03,-17.0242,272.53
11466,0,917.249,-0.955586,280.128,817.745,-2.92663,275.01,722.768,-5.00893,278.965,638.669,8.36943,263.2,548.834,-17.527,280.53,466.14,-8.49956,256.631,379.789,-31.9301,250.872,404.049,-29.9116,146.96,429.229,-21.7661,68.0143,406.332,-11.7382,-29.3664,,,,,,,-882.596,-153.186,277.762,794.027,-17.0373,272.527
11467,0,920.238,0.134761,279.624,820.586,-3.57182,274.901,725.742,-5.95826,278.964,640.73,8.93532,262.927,,,,469.213,-7.74543,256.133,381.832,-31.4425,252.898,404.916,-28.7645,149.947,435.354,-20.8506,72.4637,420.789,-9.41282,-26.3846,,,,,,,-882.578,-153.22,277.753,794.025,-17.0518,272.517
11468,0,923.229,1.87176,279.606,823.565,-3.59458,275.086,728.672,-6.64173,278.823,643.462,10.2069,263.078,,,,472.036,-7.4283,255.45,384.394,-30.2098,255.112,405.586,-27.4719,152.903,440.647,-19.9704,77.2708,434.862,-7.3229,-22.4861,,,,,,,-882.578,-153.221,277.753,794.007,-17.02,272.533
11469,0,926.056,3.18699,279.071,826.723,-3.24021,275.24,731.675,-6.70175,278.688,645.816,10.7397,262.932,556.467,-21.6402,284.648,475.137,-6.72621,255.041,386.82,-29.7163,257.139,406.113,-25.9114,155.818,445.679,-18.9954,81.9585,448.772,-5.72899,-17.8156,,,,,,,-882.578,-153.22,277.753,794.021,-16.972,272.531
11470,0,928.719,5.15754,278.897,829.344,-3.81652,274.924,734.442,-6.98449,278.378,648.686,12.0457,262.918,559.67,-22.3255,285.956,478.322,-6.00737,254.39,389.331,-28.9787,259.022,406.6,-24.3579,158.757,450.253,-18.2788,86.833,462.032,-3.97565,-12.3598,,,,,,,-882.577,-153.231,277.742,794.019,-16.9693,272.525
11471,0,931.448,7.25068,278.738,831.859,-4.21073,274.828,,,,651.022,12.3423,262.636,562.59,-22.8011,286.517,481.319,-5.60502,253.915,391.957,-28.5381,260.77,406.902,-22.7824,161.523,454.156,-17.4677,91.4696,474.709,-2.58632,-6.04725,,,,,,,-882.585,-153.288,277.746,794.018,-16.9557,272.515
11472,0,934.111,8.37956,278.297,835.097,-3.14697,275.29,,,,653.722,13.1109,262.512,565.846,-23.7153,288.107,484.411,-5.06205,253.454,394.774,-27.8174,262.305,407.225,-21.1383,164.391,457.959,-16.4483,96.6528,486.914,-1.04636,0.834333,,,,,,,-882.567,-153.323,277.743,794.023,-16.9329,272.52
11473,0,936.687,9.64926,278.243,837.71,-3.24212,275.085,742.954,-5.60642,277.108,657.073,14.7298,262.536,,,,487.537,-4.63953,252.961,397.329,-26.4788,263.252,407.482,-19.4929,167.284,461.285,-15.4801,101.543,498.269,0.228165,8.49735,,,,,,,-882.607,-153.316,277.769,794.026,-16.9114,272.522
11474,0,939.184,10.6553,278.405,,,,745.293,-5.71112,276.344,658.748,13.2559,261.906,,,,490.68,-4.13187,252.835,399.979,-26.0831,264.835,407.754,-17.8358,170.31,464.45,-14.3426,106.758,508.933,1.4242,16.6564,,,,,,,-882.615,-153.37,277.768,794.03,-16.888,272.524
11475,0,941.572,10.7239,278.289,,,,,,,661.892,13.5985,261.938,576.26,-23.6689,290.386,493.66,-4.01125,252.696,402.887,-25.6145,266.19,407.886,-16.3235,173.204,467.428,-13.1827,111.953,518.767,2.61445,25.4888,,,,,,,-882.631,-153.408,277.768,794.136,-16.731,272.459
11476,0,944.385,12.5213,278.564,846.296,-2.45653,275.037,751.996,-3.06788,275.72,664.772,13.5356,262.494,579.043,-24.3823,290.56,496.678,-3.86795,252.994,406.672,-26.5058,267.849,407.906,-14.6077,176.254,470.034,-11.9916,117.215,527.687,3.44179,34.688,,,,,,,-882.675,-153.392,277.773,794.142,-16.692,272.461
11477,0,947.071,13.8367,278.405,850.164,-1.21285,275.529,755.068,-2.92539,275.275,667.534,13.0307,263.6,,,,499.921,-3.43284,253.653,409.41,-25.752,268.209,407.913,-13.1557,179.523,472.587,-10.3994,122.81,535.998,4.28463,44.4597,,,,,,,-882.708,-153.463,277.775,794.141,-16.6931,272.462
11478,0,949.779,14.8849,277.941,,,,758.397,-3.01634,274.976,670.369,12.072,264.922,586.422,-22.8694,290.997,502.764,-3.47168,254.364,412.543,-25.3379,268.943,407.754,-11.9601,182.563,474.272,-9.55436,128.381,543.299,4.78373,54.4597,,,,,,,-882.721,-153.51,277.796,794.136,-16.7284,272.459
11479,0,952.842,16.8561,277.737,856.507,-2.97677,275.407,762.351,-2.3929,275.093,674.224,12.5271,267.144,589.484,-22.8231,290.553,505.668,-3.79952,255.178,415.65,-24.9401,269.604,407.246,-10.8524,185.777,476.275,-7.90783,134.339,549.873,5.54351,64.6161,,,,,,,-882.737,-153.547,277.796,794.041,-16.846,272.511
11480,0,955.872,18.3412,277.481,860.611,-2.34319,275.94,766.23,-2.29725,275.377,677.363,11.3971,268.963,,,,508.539,-4.09839,256.257,418.842,-24.4369,269.81,406.568,-10.0921,188.978,477.632,-6.81735,140.115,555.817,6.20424,75.281,,,,,,,-882.737,-153.548,277.802,794.01,-17.0047,272.485
