Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Snake_88:Head_M1,,,Snake_88:M2,,,Snake_88:M3,,,Snake_88:M4,,,Snake_88:M5,,,Snake_88:M6,,,Snake_88:M7,,,Snake_88:M8,,,Snake_88:M9,,,Snake_88:Vent_M10,,,brancho:OriginEnd,,,brancho:TargetEnd,,,brancho:OriginOther,,,brancho:TargetOther,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
11481,0,958.979,19.0746,277.468,864.865,-1.64699,276.331,770.114,-2.64917,275.427,679.915,8.71984,270.682,596.231,-21.3157,289.479,511.668,-4.5669,257.52,421.605,-24.3737,269.849,405.878,-9.37758,192.137,478.778,-5.79671,146.048,560.649,7.09927,86.0101,,,,,,,-882.772,-153.55,277.805,793.974,-17.345,272.528
11482,0,962.269,19.2324,277.573,,,,774.275,-2.47168,275.634,683.389,7.37558,272.948,599.237,-20.8066,288.627,514.754,-5.09763,259.019,424.093,-24.9636,269.467,405.047,-8.73012,195.263,479.64,-4.81911,152.047,565.189,7.60203,96.5298,,,,,,,-882.772,-153.55,277.805,794.013,-16.6699,272.441
11483,0,965.771,19.4874,278.39,,,,778.266,-2.86654,275.78,686.699,5.24025,274.876,602.423,-19.6015,287.787,517.868,-5.63664,260.603,427.826,-23.8342,269.402,403.94,-8.23334,198.314,480.212,-4.0003,158.094,569.154,7.77553,107.808,,,,,,,-882.771,-153.62,277.803,794,-16.9023,272.51
11484,0,969.132,18.8958,279.145,,,,782.29,-2.9816,275.794,690.279,3.34466,276.869,,,,521.051,-6.19563,262.244,431.444,-22.8599,269.171,402.762,-7.70114,201.392,480.437,-3.27399,163.823,572.119,7.91909,118.971,,,,,,,-882.77,-153.622,277.803,793.983,-16.9499,272.504
11485,0,972.577,18.0579,280.001,,,,787.338,-1.43078,276.383,694.384,2.68868,278.163,608.069,-17.1382,285.041,524.169,-6.8883,263.854,435,-21.8828,268.727,401.449,-7.2352,204.483,480.387,-2.59551,169.647,574.433,8.05524,130.113,,,,,,,-882.754,-153.585,277.802,793.961,-17.0506,272.472
11486,0,976.177,16.9564,280.865,884.824,0.494547,276.141,790.915,-2.51983,276.116,,,,611.061,-15.3008,283.461,527.383,-7.63794,265.475,438.72,-20.8499,268.215,399.984,-7.12321,207.552,479.809,-2.13625,175.222,576.15,8.24046,141.305,,,,,,,-882.755,-153.584,277.801,793.915,-17.0617,272.383
11487,0,979.817,14.9499,281.358,,,,,,,,,,613.825,-13.4374,281.681,530.395,-8.82344,267.036,442.165,-19.7917,267.287,398.607,-6.78372,210.664,479.025,-1.78793,180.736,577.158,7.79164,152.185,,,,,,,-882.738,-153.548,277.801,793.937,-17.118,272.482
11488,0,984.038,14.4519,282.125,,,,798.286,-3.74864,276.512,705.886,-4.24029,281.177,616.56,-11.1484,279.919,533.531,-9.90888,268.698,445.644,-18.6832,266.251,396.987,-6.82969,213.769,477.55,-1.93498,185.795,577.368,7.38693,162.986,,,,,,,-882.72,-153.581,277.798,794.848,-18.4531,273.108
11489,0,988.01,13.5749,282.414,,,,,,,710.207,-4.95357,281.703,619.19,-8.9272,277.994,536.578,-11.1196,270.505,449.069,-17.4538,265.235,395.395,-6.87096,216.939,476.232,-1.6233,190.867,577.24,6.9519,173.586,,,,,,,-882.694,-153.565,277.796,795.638,-18.9368,272.979
11490,0,,,,900.78,2.76955,275.102,807.183,-4.23894,277.314,714.481,-5.78647,282.01,621.731,-6.81802,276.288,539.676,-12.457,272.162,452.319,-16.4167,264.038,393.873,-6.95183,220.192,474.451,-1.5123,195.474,576.139,6.02704,183.752,,,,398.189,-47.5865,258.384,-882.694,-153.563,277.791,795.333,-18.8046,273.223
11491,0,997.552,11.4424,283.543,904.729,4.91976,274.645,811.541,-4.99689,277.297,718.794,-6.43831,282.27,,,,542.98,-13.6996,273.924,455.864,-15.1117,262.933,392.372,-7.15516,223.655,472.619,-1.22934,199.993,574.685,5.12591,193.8,,,,398.225,-47.6042,258.401,-882.66,-153.561,277.786,794.531,-18.282,272.887
11492,0,1001.02,11.6267,283.38,,,,815.952,-5.33068,277.773,723.359,-6.7694,282.362,,,,546,-15.2256,275.701,459.313,-14.0513,261.833,390.899,-7.72687,226.955,470.332,-1.14976,204.065,572.54,4.1462,203.479,,,,398.229,-47.6194,258.426,-882.647,-153.518,277.771,794.418,-18.1519,272.842
11493,0,1005.48,11.4821,283.334,,,,820.333,-5.83009,278.185,728.001,-6.86812,282.379,631.061,0.595194,271.859,549.247,-16.6278,277.453,462.755,-12.9267,260.836,389.471,-8.33688,230.401,467.686,-1.17341,207.659,569.812,2.78912,212.742,,,,398.232,-47.5585,258.401,-882.63,-153.479,277.765,794.307,-17.8704,272.699
11494,0,1009.98,11.351,283.181,,,,825.178,-5.61652,278.884,732.445,-7.7523,282.001,,,,552.598,-17.7048,279.097,466.129,-11.9954,259.892,388.158,-9.30559,234.001,464.907,-1.0463,210.91,566.615,1.4131,221.637,,,,398.229,-47.55,258.405,-882.604,-153.531,277.76,794.02,-17.3561,272.513
11495,0,1014.53,11.1972,282.961,,,,829.466,-6.4217,279.12,737.392,-7.60086,281.881,637.008,2.99477,269.498,555.945,-18.5675,280.541,469.694,-10.9314,259,387.014,-10.7625,237.594,461.754,-1.27403,213.747,562.954,-0.115454,229.901,,,,398.236,-47.4975,258.42,-882.587,-153.497,277.759,793.857,-16.9018,272.321
11496,0,1019.13,10.9824,282.73,924.002,14.1885,271.493,834.342,-6.25237,279.655,,,,,,,,,,472.9,-10.3363,258.226,386.391,-12.3568,241.134,458.813,-1.3279,216.589,559.229,-1.46294,237.834,,,,398.238,-47.5079,258.444,-882.593,-153.485,277.782,793.861,-16.8973,272.298
11497,0,1023.86,10.8111,282.647,928.412,16.9718,271.53,838.743,-6.9769,279.9,746.759,-7.96875,280.861,643.328,4.70102,270.99,562.284,-20.6926,283.364,476.36,-9.36097,257.566,386.217,-14.0515,244.586,456.263,-1.04884,219.068,555.253,-2.84021,245.201,,,,398.239,-47.5092,258.445,-882.579,-153.44,277.761,793.862,-16.9066,272.3
11498,0,1028.7,10.5376,282.547,,,,843.345,-7.39337,280.014,751.555,-8.35124,280.495,647.6,5.92392,273.136,565.469,-21.631,284.478,479.512,-8.4401,257.038,386.312,-15.7575,248.106,453.351,-0.9788,221.318,551.168,-4.30824,250.559,,,,398.239,-47.509,258.445,-882.597,-153.405,277.764,793.828,-16.8638,272.313
11499,0,1033.53,10.4452,282.47,936.834,20.5363,271.326,848.145,-7.55089,280.058,756.162,-8.51324,280.679,651.394,5.52615,274.545,,,,482.47,-7.1347,257.271,386.909,-17.57,251.539,450.387,-0.873141,223.064,547.768,-5.4493,253.771,,,,398.24,-47.5095,258.443,-882.597,-153.405,277.764,793.862,-16.9052,272.3
11500,0,1038.35,10.1786,282.508,940.891,21.5938,271.203,,,,760.866,-8.66339,280.776,655.462,5.35068,276.414,,,,486.003,-5.85547,258.075,387.49,-19.6994,255,447.214,-0.289114,223.722,544.669,-6.25831,254.299,,,,398.235,-47.5635,258.442,-882.623,-153.353,277.769,793.841,-16.9524,272.328
11501,0,1043.07,9.63172,282.563,945.011,22.9019,271.348,857.431,-7.80927,280.223,765.321,-9.00551,280.652,659.356,4.32643,278.019,,,,489.211,-5.10173,258.109,388.973,-21.5739,258.504,443.253,-0.182321,223.244,541.211,-6.83669,253.279,,,,398.261,-47.6449,258.451,-882.641,-153.387,277.77,793.841,-16.9535,272.329
11502,0,1048.06,9.35003,283.238,949.413,24.1574,271.689,,,,770.026,-8.77712,280.564,663.597,3.46479,279.588,579.392,-22.7105,285.091,492.369,-4.74591,257.569,391.101,-23.1035,261.814,439.197,0.483551,222.711,537.521,-6.6704,251.182,,,,398.265,-47.7036,258.469,-882.658,-153.355,277.773,793.824,-17.0008,272.337
11503,0,1052.68,8.95487,283.556,953.877,24.4682,272.258,,,,774.486,-8.52021,280.308,667.593,1.92363,281.142,582.926,-21.1279,284.682,496.268,-4.37069,257.399,393.725,-24.6931,264.712,434.733,1.30461,222.091,533.319,-6.52942,248.924,,,,398.212,-47.8252,258.518,-882.667,-153.335,277.775,793.829,-17.0063,272.317
11504,0,1057.73,8.70415,283.838,958.5,24.1185,272.68,,,,778.859,-8.22907,280.092,671.84,0.375103,282.031,586.788,-19.5903,283.826,,,,396.558,-24.9059,266.486,429.693,1.93727,221.22,528.664,-6.43755,246.48,,,,398.287,-47.8895,258.452,-882.685,-153.301,277.778,793.843,-17.0935,272.332
11505,0,1062.38,8.08206,283.798,963.057,23.2803,272.905,,,,783.448,-7.88844,279.997,676.317,-1.05792,282.736,590.669,-18.3294,282.861,,,,400.282,-26.1689,268.746,423.96,2.20351,220.385,523.717,-6.20595,243.559,,,,398.276,-47.993,258.438,-882.711,-153.317,277.78,793.828,-17.1424,272.295
11506,0,1066.97,7.46362,283.786,967.762,22.8425,273.175,,,,788.013,-8.17642,280.27,681.133,-1.81969,283.078,594.527,-16.7401,281.736,508.361,-5.29678,258.998,404.583,-27.4539,270.264,418.033,2.21063,220.069,518.512,-5.74344,240.204,,,,398.261,-48.1143,258.47,-882.711,-153.318,277.78,,,
11507,0,1071.65,7.77379,284.032,972.304,22.184,273.182,,,,792.693,-8.43473,280.299,,,,598.464,-14.8958,280.675,510.974,-6.87421,260.348,408.315,-27.567,270.6,411.547,1.77109,220.017,513.05,-5.20287,236.49,,,,398.254,-48.1724,258.473,-882.728,-153.284,277.784,,,
11508,0,1076.17,7.86061,283.977,976.677,21.1973,272.799,890.086,-4.29171,280.583,797.739,-8.66124,280.059,690.277,-5.0131,282.719,602.42,-12.8357,279.925,514.567,-7.89219,262.067,412.176,-27.8811,270.688,405.062,0.911411,220.505,507.171,-4.62912,232.661,,,,398.24,-48.2747,258.46,-882.729,-153.283,277.784,,,
11509,0,1080.79,8.16971,284.113,981.192,21.0924,272.51,893.775,-0.710304,280.818,802.171,-9.16756,280.393,695.362,-5.24296,281.958,606.26,-10.8757,279.08,518.835,-8.45991,263.927,416.649,-27.2483,270.221,398.743,-0.398269,221.871,501.115,-3.99622,228.783,,,,398.231,-48.3124,258.441,-882.728,-153.283,277.784,,,
11510,0,1084.9,8.26075,283.949,985.615,20.9276,272.64,,,,806.959,-9.15879,280.98,700.524,-4.97417,280.686,610.439,-8.76483,278.157,522.22,-10.0416,265.413,420.318,-26.3197,269.152,392.895,-1.93993,223.826,494.95,-3.47804,224.864,,,,398.214,-48.4129,258.432,-882.712,-153.247,277.783,,,
11511,0,,,,989.936,20.2211,273.031,901.928,3.88916,278.778,811.365,-9.67841,281.624,705.237,-5.57708,280.606,614.643,-7.00511,277,525.839,-11.6793,266.726,423.839,-25.4444,267.605,387.387,-4.10621,226.645,488.587,-3.14203,220.851,,,,398.156,-48.4779,258.404,-882.712,-153.237,277.798,,,
11512,0,,,,994.559,19.7166,273.494,,,,815.714,-9.84586,282.46,709.861,-6.18924,280.776,618.404,-5.97219,275.529,529.746,-12.9182,268.011,428.154,-22.7811,266.083,382.818,-6.54351,229.994,482.166,-2.97839,216.806,,,,398.154,-48.5068,258.38,-882.725,-153.208,277.776,,,
11513,0,,,,,,,,,,820.266,-9.31835,283.643,714.712,-6.40122,280.821,622.723,-4.15537,274.644,533.697,-14.0931,269.308,431.55,-21.1274,264.364,379.202,-9.04608,233.796,475.671,-3.08344,212.667,,,,398.106,-48.5225,258.36,-882.699,-153.201,277.762,,,
11514,0,,,,,,,913.732,10.6697,275.005,824.748,-9.01626,284.909,719.526,-6.91318,280.488,627.07,-2.88987,273.908,537.717,-15.1509,270.969,435.052,-19.5054,262.602,376.675,-11.4932,237.89,469.269,-3.19921,208.663,,,,398.09,-48.6216,258.35,-882.699,-153.19,277.774,,,
11515,0,,,,,,,917.695,12.7153,273.718,829.193,-9.15506,285.895,724.57,-6.64917,279.97,631.453,-1.95915,273.471,541.437,-16.174,272.57,438.337,-17.891,260.948,375.024,-14.0623,242.09,462.907,-3.35426,204.737,,,,398.093,-48.6441,258.233,-882.683,-153.153,277.774,,,
11516,0,,,,,,,921.636,14.6005,272.384,834.014,-8.20526,287.14,729.54,-6.31462,279.288,635.746,-1.98858,272.971,545.051,-17.4005,273.847,441.607,-16.4157,259.229,374.271,-16.4815,246.357,456.518,-3.57931,201.063,,,,398.088,-48.8301,258.228,-882.656,-153.206,277.769,,,
11517,0,,,,,,,925.556,16.309,271.09,838.642,-7.58355,288.08,734.267,-6.13062,278.65,640.135,-2.05037,272.715,548.722,-18.1175,275.022,444.959,-14.7114,257.667,374.234,-18.933,250.575,450.126,-3.9325,198.024,,,,398.106,-49.085,258.245,-882.639,-153.171,277.768,,,
11518,0,,,,,,,929.599,17.7187,269.698,843.392,-7.15704,288.633,,,,644.877,-1.52466,272.798,552.952,-18.0096,276.046,448.403,-12.9818,256.105,375.322,-21.3962,254.727,443.719,-4.43381,195.209,,,,398.068,-49.2744,258.33,-882.622,-153.204,277.764,,,
11519,0,,,,1026.3,17.546,275.028,933.589,18.799,268.67,848.042,-6.71702,289.319,,,,650.004,-0.515494,273.294,557.015,-18.0759,276.806,451.964,-11.4718,254.533,377.269,-23.7691,258.625,437.425,-5.1017,192.956,,,,398.034,-49.4119,258.414,-882.62,-153.215,277.748,,,
11520,0,,,,,,,937.716,19.8579,267.927,852.382,-7.35467,289.478,,,,654.075,-1.0665,273.647,561.036,-18.2601,277.335,455.704,-9.95116,252.986,379.938,-25.9203,262.234,431.295,-5.74171,191.334,,,,397.856,-49.8336,258.654,-882.622,-153.205,277.764,,,
11521,0,,,,,,,941.962,20.648,267.413,,,,752.027,-4.82446,275.729,658.161,-1.54204,274.304,565.109,-18.3841,277.751,459.756,-8.25985,251.742,383.429,-27.7092,265.518,425.201,-6.42002,190.339,,,,397.851,-50.0031,258.726,-882.596,-153.187,277.762,,,
11522,0,,,,,,,946.147,20.8665,267.373,,,,756.349,-4.09188,275.477,662.731,-1.23457,275.31,569.357,-18.1633,278.17,463.562,-7.0709,250.9,387.178,-28.9059,268.15,419.391,-7.14516,189.811,,,,397.955,-49.7632,258.365,-882.612,-153.223,277.763,,,
11523,0,,,,,,,,,,,,,760.669,-3.67956,275.178,667.308,-0.99674,276.391,573.689,-17.9228,278.652,467.582,-5.79811,250.434,390.494,-28.8252,270.173,413.851,-7.66623,189.782,,,,397.974,-49.4765,258.326,-882.592,-153.267,277.78,,,
11524,0,,,,,,,,,,,,,765.081,-2.8241,275.094,671.756,-1.1483,277.316,577.767,-16.921,278.73,471.594,-5.22447,250.513,395.542,-30.2188,271.375,408.677,-8.2773,190.248,,,,397.898,-49.4195,258.605,-882.595,-153.259,277.759,,,
11525,0,,,,,,,,,,,,,769.493,-2.20861,275.153,676.237,-1.23135,278.266,581.596,-15.485,279.222,475.975,-4.23588,250.803,399.754,-30.3323,271.866,403.689,-8.56327,190.976,,,,397.915,-49.2212,258.531,-882.592,-153.267,277.78,,,
11526,0,,,,,,,963.41,21.0045,269.644,,,,773.543,-2.43203,275.131,680.46,-1.74837,278.897,585.538,-14.5024,279.446,480.631,-3.21875,251.507,404.287,-30.3141,272.01,398.993,-8.6088,192.433,,,,397.932,-49.0294,258.449,-882.608,-153.303,277.78,,,
11527,0,,,,,,,967.54,20.7167,270.116,883.607,-5.06857,287.83,777.674,-2.81414,275.188,685.156,-1.74842,279.428,589.98,-13.7065,279.482,484.609,-3.47055,251.874,408.867,-29.9208,271.616,394.817,-8.44495,194.276,,,,398.146,-48.6062,258.184,-882.625,-153.34,277.78,,,
11528,0,,,,,,,971.933,20.9364,270.706,887.811,-3.43632,286.831,782.007,-2.97491,275.863,689.931,-0.501591,279.635,595.785,-13.909,279.538,488.92,-3.76344,252.479,413.546,-28.7181,270.851,390.947,-8.23167,196.717,,,,398.188,-48.4003,258.149,-882.659,-153.343,277.784,,,
11529,0,,,,,,,976.061,20.9873,271.286,891.911,-1.96143,285.938,785.415,-5.57069,275.816,694.383,-0.491817,280.397,599.783,-12.369,279.213,493.216,-3.78313,253.341,417.675,-27.866,269.509,387.421,-7.94729,199.415,,,,398.259,-48.2825,258.166,-882.675,-153.379,277.785,,,
11530,0,,,,,,,,,,895.936,-0.670316,284.674,790.523,-4.42338,276.787,698.805,-0.43177,280.019,604.125,-11.1578,279.176,497.569,-4.29021,254.229,421.828,-26.2754,267.995,384.041,-8.21059,202.473,,,,398.259,-48.1357,258.172,-882.691,-153.427,277.774,,,
11531,0,,,,,,,984.182,20.5824,272.633,899.712,1.12497,283.564,794.556,-5.04805,278.003,,,,608.444,-9.87244,278.864,501.83,-4.65338,255.34,425.224,-25.3376,265.832,380.937,-8.72201,205.769,,,,398.261,-48.0368,258.204,-882.691,-153.428,277.773,,,
11532,0,,,,,,,,,,903.623,3.16163,282.213,798.437,-6.83254,278.492,708.102,-1.1654,279.255,612.861,-8.6465,278.708,505.856,-5.5079,256.636,429.234,-23.0212,264.027,378.127,-9.54525,209.298,,,,398.318,-47.9664,258.193,-882.708,-153.464,277.774,,,
11533,0,,,,1088.23,23.005,275.784,,,,907.357,5.00895,280.69,802.906,-7.81397,279.377,712.749,-0.604232,279.033,616.994,-7.73291,278.555,510.05,-6.08427,258.032,432.605,-21.1809,262.106,375.393,-10.6892,213.084,,,,398.33,-47.9054,258.213,-882.725,-153.49,277.786,,,
11534,0,,,,,,,,,,911.2,7.12983,279.403,807.185,-8.60278,280.42,716.837,-0.775631,278.777,620.991,-7.03982,278.376,514.056,-6.60718,259.653,435.523,-19.911,260.037,372.918,-12.1222,217.022,,,,398.373,-47.8172,258.241,-882.735,-153.472,277.793,,,
11535,0,,,,,,,,,,914.87,8.75537,277.96,811.5,-9.55584,281.654,,,,,,,517.792,-7.46328,261.285,438.943,-18.0287,258.477,370.674,-13.5475,221.341,,,,398.369,-47.6955,258.234,-882.724,-153.502,277.781,,,
11536,0,,,,,,,,,,918.69,10.6216,276.689,815.765,-10.49,282.667,725.267,-0.720567,277.989,628.727,-6.48979,277.701,521.334,-8.36079,262.848,441.98,-16.4487,257.037,368.882,-15.0968,225.961,,,,398.348,-47.7321,258.227,-882.741,-153.539,277.781,793.727,-17.0178,272.35
11537,0,,,,,,,,,,922.377,11.96,275.158,820.178,-11.1919,283.648,730.221,0.831703,277.881,,,,525.092,-9.12504,264.205,445.239,-15.1331,255.678,367.609,-16.5749,230.948,,,,398.477,-47.9617,258.336,-882.74,-153.538,277.775,793.727,-17.0165,272.35
11538,0,,,,,,,,,,926.209,13.7108,273.983,824.464,-11.9391,284.495,734.037,0.265728,277.245,637.537,-4.96128,277.648,528.925,-9.84966,265.407,448.442,-13.9544,254.427,366.579,-18.2802,236.16,,,,398.357,-48.1238,258.362,-882.741,-153.539,277.78,793.743,-16.9679,272.345
11539,0,,,,,,,,,,930.021,15.0658,272.865,828.882,-12.3528,285.32,738.37,0.758024,276.962,642.451,-3.60421,277.871,532.943,-10.4125,266.494,451.775,-12.8644,253.125,366.171,-20.1604,241.53,,,,398.314,-48.2427,258.416,-882.741,-153.538,277.774,793.744,-16.9667,272.343
11540,0,,,,,,,,,,933.759,16.0661,271.912,833.224,-13.1148,286.119,742.5,0.855035,276.595,646.828,-3.33065,277.986,536.997,-10.8876,267.604,455.423,-11.7873,252.034,366.502,-21.941,247.138,,,,398.269,-48.5086,258.466,-882.723,-153.572,277.772,793.744,-16.9675,272.343
11541,0,,,,,,,,,,937.624,17.1424,271.178,837.577,-13.5222,286.906,746.638,1.08913,276.316,650.987,-3.52159,278.279,540.97,-11.548,268.667,459.482,-10.6404,251.335,367.575,-24.2414,252.153,,,,398.277,-48.8816,258.58,-882.723,-153.573,277.772,793.709,-16.9244,272.355
11542,0,,,,,,,,,,941.442,18.2812,270.81,841.65,-13.5127,287.39,750.827,1.40292,276.166,655.229,-3.63662,278.512,545.008,-12.2416,269.804,463.298,-9.80025,251.044,369.256,-26.3822,257.483,,,,398.25,-49.1574,258.496,-882.723,-153.573,277.772,793.708,-16.9227,272.354
11543,0,,,,,,,,,,945.458,19.3673,270.782,846.289,-13.8668,287.798,755.285,1.83104,276.094,659.38,-4.12001,279.002,549.118,-12.7286,271.074,467.188,-9.43935,251.301,371.938,-27.9809,262.135,,,,398.302,-48.4463,258.412,-882.706,-153.536,277.771,793.708,-16.9234,272.355
11544,0,,,,,,,,,,949.394,20.2184,270.928,850.516,-13.888,288.274,759.418,1.58596,275.939,663.798,-4.19463,279.569,553.168,-13.3738,272.239,470.868,-9.36277,251.653,374.696,-30.2649,266.111,,,,398.235,-49.3795,258.473,-882.706,-153.535,277.771,793.708,-16.9235,272.355
11545,0,,,,,,,1045.21,20.4539,277.254,,,,854.833,-13.9075,288.352,763.826,1.93756,276.178,668.105,-4.44526,280.199,557.257,-14.1109,273.276,474.591,-9.50084,252.446,378.23,-32.0652,269.682,,,,398.214,-49.497,258.451,-882.69,-153.499,277.771,793.697,-16.9758,272.341
11546,0,,,,,,,1049.39,20.5779,277.184,,,,859.275,-13.5589,288.623,767.949,1.68643,276.405,672.558,-4.56717,280.7,561.369,-14.431,274.126,478.716,-9.18954,253.368,381.865,-32.7324,272.716,,,,398.206,-49.515,258.455,-882.69,-153.499,277.771,793.687,-16.9702,272.382
11547,0,,,,,,,1053.46,20.6852,277.195,961.467,20.4665,272.44,,,,772.052,1.12917,276.659,676.714,-5.051,281.181,565.442,-14.796,274.727,482.372,-9.5459,253.895,387.814,-35.686,274.94,,,,398.203,-49.5687,258.454,-882.673,-153.533,277.767,793.681,-17.0253,272.348
11548,0,,,,,,,1057.85,21.3566,277.41,965.21,19.5245,273.014,,,,776.102,0.387489,277.144,680.849,-5.43722,281.544,569.289,-15.2964,274.993,486.193,-9.80359,254.441,392.53,-35.5422,276.129,,,,398.358,-47.2877,258.234,-882.673,-153.464,277.77,793.681,-17.0271,272.348
11549,0,,,,,,,1062.08,21.6919,277.495,969.371,19.3718,273.837,,,,780.057,-0.353052,277.701,684.411,-5.22732,281.929,573.612,-14.8948,275.628,490.082,-10.0242,254.828,397.408,-36.3248,276.051,,,,398.317,-47.6436,258.313,-882.674,-153.461,277.771,793.665,-17.0716,272.31
11550,0,,,,,,,1066.08,21.6548,277.537,973.242,18.7753,274.61,,,,784.468,-0.552619,278.484,688.147,-4.24149,281.935,577.896,-14.7486,276.031,494.301,-9.81606,255.654,402.16,-36.7475,275.099,,,,398.322,-47.7953,258.3,-882.673,-153.462,277.771,793.665,-17.073,272.309
11551,0,,,,,,,1070.16,22.1907,277.917,977.255,18.1148,275.405,880.342,-11.148,287.38,788.283,-1.7944,278.883,692.591,-4.19082,282.067,581.545,-14.7445,276.338,498.287,-10.1587,256.556,406.242,-36.7873,273.427,,,,398.317,-47.8427,258.301,-882.658,-153.415,277.781,793.665,-17.0723,272.31
11552,0,,,,,,,1074.24,22.2241,277.963,981.157,17.4466,276.121,884.196,-10.5238,286.577,792.109,-2.95575,280.071,698.041,-5.51209,282.197,584.998,-13.1813,276.058,502.35,-10.5472,257.722,409.986,-36.213,271.508,,,,398.318,-47.8975,258.313,-882.658,-153.413,277.781,793.648,-17.1202,272.319
11553,0,,,,,,,1078.27,21.9045,277.97,984.819,16.6477,277.023,888.022,-9.11345,285.68,795.791,-3.56581,279.93,702.493,-4.76215,282.104,588.649,-12.4568,277.135,506.288,-11.2489,259.015,413.737,-35.167,269.734,,,,398.295,-48.0053,258.334,-882.684,-153.361,277.786,793.648,-17.1221,272.319
11554,0,,,,,,,1082.25,21.8232,278.214,989.188,15.9921,277.887,891.749,-7.86714,284.686,800.584,-4.67057,280.455,706.736,-4.44857,281.806,592.692,-12.1831,277.577,510.169,-11.2741,259.951,417.188,-34.1352,267.794,,,,398.295,-48.0637,258.319,-882.685,-153.36,277.787,793.632,-17.1697,272.326
11555,0,,,,,,,1086.27,21.4157,278.469,992.918,16.0519,278.337,895.493,-6.45901,283.611,804.255,-6.26536,280.671,710.745,-4.41121,281.37,596.901,-12.6743,278.011,513.781,-11.4275,260.501,420.648,-32.6549,265.978,,,,398.318,-48.1417,258.319,-882.685,-153.36,277.786,793.663,-17.2082,272.289
11556,0,,,,,,,1090.35,21.4703,279.139,,,,899.456,-5.21035,282.659,808.221,-7.44075,280.989,714.906,-3.80183,281.125,602.963,-13.6356,278.129,517.786,-12.1741,261.869,423.915,-31.0392,263.814,,,,398.316,-48.1913,258.319,-882.668,-153.324,277.786,793.663,-17.2082,272.29
11557,0,,,,,,,1094.43,21.2205,279.414,1001.59,15.2322,280.151,902.854,-3.14512,281.591,812.098,-8.49925,281.456,719.068,-3.3056,280.907,606.825,-13.4436,278.298,521.674,-13.1783,263.224,,,,,,,398.312,-48.2409,258.321,-882.668,-153.323,277.786,793.651,-17.2599,272.276
11558,0,,,,,,,,,,1005.36,15.1548,280.546,906.373,-1.33882,280.54,816.004,-9.60782,281.85,722.967,-3.19852,280.381,611.087,-13.2096,278.672,,,,431.537,-25.4646,260.811,,,,398.312,-48.2417,258.321,-882.668,-153.324,277.786,793.651,-17.2617,272.276
11559,0,,,,,,,,,,1009.71,14.4717,281.007,909.497,0.680499,279.56,819.956,-11.0654,281.885,726.956,-2.80814,279.962,615.398,-12.5937,278.939,529.658,-14.8613,265.393,,,,,,,398.337,-48.3118,258.32,-882.694,-153.27,277.786,793.681,-17.3003,272.285
11560,0,,,,,,,,,,1013.82,14.1721,281.183,913.119,1.92821,278.754,,,,731.147,-2.14367,279.617,619.004,-12.3837,278.992,533.958,-15.5811,266.642,,,,,,,398.339,-48.3169,258.339,-882.661,-153.266,277.782,793.665,-17.3504,272.292
