Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Snake_85:Head_M1,,,Snake_85:M2,,,Snake_85:M3,,,Snake_85:M4,,,Snake_85:M5,,,Snake_85:M6,,,Snake_85:M7,,,Snake_85:M8,,,Snake_85:M9,,,Snake_85:Vent_M10,,,branchy:OriginEnd,,,branchy:TargetEnd,,,branchy:OriginOther,,,branchy:TargetOther,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
34206,0,-126.696,142.138,308.38,-179.293,123.699,271.345,-208.644,106.832,194.951,-236.916,101.554,134.667,-292.031,84.988,160.171,-279.364,86.4004,234.807,-249.798,95.8824,314.998,-307.065,98.0247,339.69,-379.317,82.0813,336.264,,,,-259.568,110.041,324.631,235.726,128.902,320.56,-934.357,75.3825,339.512,408.675,133.505,330.787
34207,0,-126.279,141.902,308.436,-179.265,123.472,271.42,-208.373,106.904,195.237,-235.947,101.578,134.583,-291.583,85.4094,159.16,-279.95,86.1348,233.54,-249.893,95.6036,313.714,-306.174,98.8359,340.037,-377.921,83.2757,336.851,,,,-259.568,110.041,324.631,235.726,128.902,320.56,-934.357,75.3823,339.512,408.662,133.523,330.773
34208,0,-126.015,141.837,308.579,-179.07,123.136,271.867,-207.945,107.235,195.542,-235.296,101.389,134.491,-291.362,85.6659,157.933,-280.274,86.3725,232.818,-249.808,95.4607,312.46,-305.078,99.0719,340.18,-377.302,83.0776,337.036,,,,-259.547,110.111,324.641,235.726,128.902,320.56,-934.357,75.3824,339.512,408.694,133.499,330.788
34209,0,-125.728,141.762,308.732,-178.756,123.159,272.037,-207.853,107.262,195.744,-234.623,101.46,134.267,-291.026,86.0297,156.919,-280.59,86.2971,231.252,-249.684,95.2908,311.234,-304.253,99.3074,340.311,-375.916,84.0573,336.913,,,,-259.538,110.121,324.643,235.726,128.902,320.56,-934.357,75.3824,339.512,408.682,133.486,330.769
34210,0,-125.715,141.518,308.904,-178.444,123.202,272.171,-207.52,107.357,195.761,-233.599,101.359,134.142,-290.762,86.4259,155.879,-280.996,86.5505,230.44,-249.964,94.8309,310.013,-303.271,99.247,340.288,-375.126,84.1077,337.534,,,,-259.541,110.118,324.643,235.715,128.904,320.559,-934.319,75.4062,339.508,408.699,133.433,330.755
34211,0,-125.13,141.571,309.164,-178.33,122.308,272.76,-207.327,106.913,196.108,-233.156,101.335,134.069,-290.456,86.6011,154.757,-281.287,86.6682,229.339,-250.207,94.4709,308.89,-302.15,99.6018,339.883,-373.576,85.4609,337.312,,,,-259.565,110.092,324.639,235.726,128.902,320.56,-934.345,75.4116,339.507,408.718,133.429,330.755
34212,0,-124.792,141.403,309.244,-177.976,122.13,272.939,-207.158,106.619,196.263,-231.959,101.48,133.925,-290.124,86.8613,153.545,-281.767,86.8328,228.426,-250.47,94.1272,307.599,-300.987,99.8069,340.262,-372.621,85.5076,337.777,,,,-259.585,110.072,324.637,235.851,128.809,320.455,-934.326,75.3222,339.515,408.694,133.508,330.777
34213,0,-124.478,141.249,309.325,-177.867,122.213,272.962,-206.988,106.222,196.368,-231.513,101.575,133.84,-289.547,87.1418,152.357,-282.364,86.5627,226.971,-250.487,94.0216,306.525,-299.712,100.001,340.397,-371.731,86.189,338.079,,,,-259.571,110.086,324.637,235.716,128.901,320.551,-934.334,75.3287,339.492,408.694,133.511,330.777
34214,0,-124.294,141.192,309.492,-177.815,122.162,272.997,-206.881,106.166,196.474,-230.638,101.185,133.668,-289.237,87.3254,151.247,-282.776,86.7529,226.036,-250.663,93.8793,305.229,-298.324,100.261,340.332,-370.169,86.6948,338.066,,,,-259.544,110.115,324.642,235.725,128.901,320.554,-934.33,75.2933,339.516,408.675,133.518,330.777
34215,0,-124.109,140.938,309.61,-177.422,122.731,272.986,-206.739,105.869,196.657,-229.942,101.166,133.749,-289.015,87.5197,149.974,-283.071,86.9281,225.138,-250.709,93.8428,303.836,-297.264,100.365,340.794,-368.641,86.5005,338.288,,,,-259.54,110.119,324.643,235.726,128.902,320.56,-934.331,75.3374,339.517,408.692,133.522,330.762
34216,0,-124.14,140.388,309.802,-177.408,121.621,273.364,-206.59,105.386,196.695,-229.391,100.948,133.274,-288.607,87.9891,149.295,-283.476,87.0679,224.035,-250.703,93.9811,302.917,-296.072,100.53,341.018,,,,,,,-259.489,110.108,324.65,235.726,128.902,320.56,-934.328,75.343,339.536,408.687,133.502,330.752
34217,0,-123.994,140.301,309.894,-177.065,121.737,273.189,-206.454,104.975,196.773,-228.572,101.028,133.053,-288.18,88.1866,148.075,-283.778,86.8814,222.58,-250.982,93.8574,301.579,-294.526,100.905,340.942,-365.551,87.3098,338.914,,,,-259.485,110.111,324.651,235.848,128.806,320.455,-934.331,75.3331,339.514,408.718,133.429,330.756
34218,0,-123.867,140.205,309.968,-176.929,121.587,273.175,-206.287,104.555,196.859,-227.955,101.181,132.77,-288.008,88.4503,147.214,-284.158,87.2093,221.771,-251.256,93.7214,300.239,-293.511,101.003,341.08,-364.368,88.1013,338.975,,,,-259.487,110.11,324.651,235.717,128.902,320.558,-934.303,75.3306,339.513,408.721,133.411,330.769
34219,0,-123.684,139.981,309.992,-176.911,121.365,273.199,-206.074,104.393,196.715,-227.455,100.681,132.296,-287.839,88.4352,145.915,-284.571,87.2374,220.605,-251.458,93.5411,299.046,-292.443,101.033,340.899,-363.213,88.9251,339.264,,,,-259.487,110.109,324.65,235.725,128.903,320.561,-934.33,75.2931,339.516,408.693,133.508,330.774
34220,0,-123.657,139.743,310.045,-176.966,120.725,273.349,-205.89,104.353,196.58,-226.8,100.82,132.145,-287.198,88.7407,144.424,-285.075,87.3871,219.522,-251.659,93.2975,297.833,-291.167,100.584,341.023,-362.054,89.4936,339.624,,,,-259.487,110.109,324.65,235.723,128.898,320.56,-934.34,75.2945,339.494,408.691,133.52,330.762
34221,0,-123.498,139.437,310.109,-176.979,119.877,273.488,-205.49,104.724,196.187,-226.508,100.934,131.992,-286.969,88.7912,143.331,-285.532,87.0145,217.87,-251.936,93.0033,296.426,-289.663,101.395,341.047,-360.461,90.0033,339.447,,,,-259.466,110.179,324.66,235.725,128.9,320.553,-934.37,75.3097,339.52,408.7,133.482,330.768
34222,0,-123.491,139.141,310.125,-176.776,119.367,273.509,-205.357,104.4,196.286,-225.962,100.704,131.908,-286.734,88.9338,142.069,-286.054,87.1227,216.79,-252.24,92.9105,295.046,-288.856,100.91,341.422,-359.035,90.5785,339.479,,,,-259.457,110.189,324.663,235.726,128.902,320.56,-934.363,75.3102,339.517,408.715,133.437,330.751
34223,0,-123.543,138.929,310.13,-176.488,119.244,273.464,-205.259,103.688,196.378,-225.482,100.645,131.461,-286.506,89.1797,141.04,-286.403,87.1712,215.584,-252.73,92.9175,294.006,,,,-358.067,91.2779,339.923,,,,-259.46,110.186,324.662,235.851,128.809,320.455,-934.358,75.3372,339.518,408.695,133.496,330.788
34224,0,-123.45,138.675,310.103,-176.202,119.554,273.149,-205.236,103.17,196.431,-225.175,100.729,131.015,-286.251,89.3401,139.809,-286.641,87.2853,214.658,-253.067,92.7753,292.747,-286.408,100.682,341.594,-357.15,91.633,339.961,,,,-259.535,110.124,324.644,235.727,128.901,320.559,-934.37,75.3108,339.521,408.696,133.511,330.792
34225,0,-123.362,138.503,310.023,-176.033,119.795,272.727,-205.21,102.916,196.494,-224.851,100.542,130.574,-286.01,89.7026,138.812,-286.948,87.2311,213.472,-253.603,92.3672,291.522,-285.239,101.037,341.595,-356.006,91.9425,340.207,,,,-259.548,110.11,324.641,235.735,128.9,320.558,-934.346,75.4092,339.507,408.698,133.476,330.777
34226,0,-123.184,138.269,309.873,-175.697,120.11,272.625,-205.252,102.787,196.33,-224.43,100.566,130.337,-285.881,89.9379,137.888,-287.25,86.9718,212.167,-253.904,92.1561,290.65,,,,-355.152,92.4589,340.173,,,,-259.544,110.114,324.642,235.725,128.9,320.553,-934.374,75.2842,339.521,408.692,133.517,330.762
34227,0,-123.096,138.117,309.774,-175.703,119.726,272.328,-205.155,102.969,196.059,-224.087,100.087,130.244,-285.922,90.0537,136.871,-287.781,87.1259,211.418,-254.112,91.9455,289.593,-282.955,100.781,341.632,-354.157,92.9289,340.264,,,,-259.542,110.117,324.642,235.712,128.9,320.558,-934.336,75.3055,339.52,408.692,133.522,330.762
34228,0,-122.91,137.974,309.586,-175.572,119.563,271.963,-205.114,102.884,195.843,-223.994,99.7842,130.269,-285.75,90.1519,135.862,-288.199,87.2678,210.446,-254.38,91.8614,288.357,,,,-352.996,93.486,340.18,,,,-259.542,110.117,324.642,235.722,128.896,320.553,-934.347,75.2785,339.523,408.698,133.488,330.767
34229,0,-122.833,137.854,309.47,-175.326,119.722,271.884,-205.27,102.452,195.744,-224.04,99.7351,129.91,-285.791,90.3349,135.001,-288.771,87.2755,209.403,-254.539,91.9483,287.464,-280.552,100.563,341.715,-351.902,93.719,340.108,,,,-259.542,110.117,324.642,235.739,128.903,320.557,-934.331,75.3755,339.513,408.688,133.499,330.766
34230,0,-122.781,137.793,309.297,-175.099,119.844,271.773,-205.368,102.107,195.575,-223.907,99.4437,129.528,-285.692,90.3398,134.168,-289.133,87.1344,208.209,-254.794,91.848,286.203,,,,-350.774,94.3121,340.199,,,,-259.542,110.117,324.642,235.739,128.903,320.558,-934.347,75.2769,339.522,408.695,133.505,330.751
34231,0,-122.724,137.783,309.138,-175.035,119.582,271.732,-205.522,101.801,195.531,-223.793,99.1,129.088,-285.661,90.4076,132.973,-289.517,87.4797,207.395,-255.205,91.7415,285.137,-277.826,101.009,341.235,-349.323,95.1504,340.18,,,,-259.535,110.12,324.613,235.736,128.899,320.557,-934.357,75.3791,339.513,408.673,133.547,330.771
34232,0,-122.677,137.846,308.981,-175.002,119.407,271.694,-205.649,101.732,195.466,-223.719,98.7636,128.87,-285.685,90.5631,132.307,-289.896,87.5542,206.201,-255.366,91.6553,283.937,-276.317,100.62,341.142,-348.307,95.4924,340.253,,,,-259.469,110.177,324.659,235.723,128.898,320.56,-934.357,75.3839,339.512,408.687,133.504,330.755
34233,0,-122.673,137.903,308.852,-175.353,118.409,271.865,-205.719,101.639,195.443,-223.543,98.5208,128.698,-285.658,90.5163,131.055,-290.378,87.3988,205.291,-255.936,91.346,282.896,-275.148,100.174,341.124,-347.204,95.8284,340.007,,,,-259.449,110.194,324.634,235.739,128.903,320.558,-934.331,75.3777,339.513,408.688,133.493,330.767
34234,0,-122.712,137.921,308.76,-175.137,119.245,271.566,-205.704,101.657,195.356,-223.39,98.3288,128.591,-285.793,90.77,130.207,-291.168,87.4469,204.19,-256.09,91.1808,281.79,-274.025,100.294,341.082,-345.987,96.4564,339.861,,,,-259.452,110.19,324.632,235.736,128.899,320.557,-934.331,75.3775,339.513,408.691,133.483,330.769
34235,0,-122.656,137.976,308.528,-175.093,119.694,270.958,-205.796,101.535,195.252,-223.397,98.2052,128.326,-285.807,90.7202,129.393,-291.671,87.4645,203.106,-256.765,91.1495,280.589,-272.567,101.099,340.788,-344.949,96.6631,339.968,,,,-259.455,110.188,324.632,235.736,128.899,320.557,-934.375,75.2744,339.522,408.699,133.484,330.769
34236,0,-122.79,137.773,308.141,-175.491,118.517,270.576,-206.124,101.597,194.883,-223.494,97.7873,127.89,-285.833,90.6461,128.254,-292.068,87.2243,202.187,-257.241,91.1097,279.553,-271.793,100.022,340.707,-343.974,97.4529,339.887,,,,-259.455,110.188,324.632,235.725,128.901,320.556,-934.325,75.3639,339.508,408.683,133.513,330.775
34237,0,-122.678,138.276,307.808,-175.5,118.434,270.559,-206.511,101.202,194.603,-223.313,97.751,127.609,-286.102,90.7671,127.566,-292.416,87.6139,201.152,-257.719,91.0318,278.7,-270.436,99.8745,340.569,-342.717,98.3451,339.716,,,,-259.454,110.188,324.632,235.739,128.903,320.558,-934.325,75.3643,339.509,408.699,133.496,330.755
34238,0,-122.769,138.475,307.674,-175.273,119.605,270.052,-206.676,101.085,194.421,-223.383,97.6336,127.228,-285.935,90.5027,126.576,-293.202,87.4141,200.222,-257.931,90.8756,277.669,-269.559,100.247,340.406,-341.888,98.3885,340.142,,,,-259.454,110.188,324.632,235.739,128.903,320.558,-934.364,75.1398,339.531,408.707,133.425,330.765
34239,0,-122.79,138.942,307.273,-175.834,118.577,270.098,-206.621,101.603,194.196,-223.575,97.757,126.879,-286.217,90.431,125.9,-293.785,87.0925,199.387,-258.521,90.8601,276.786,-268.522,100.298,340.303,-340.804,98.9489,340.177,,,,-259.402,110.178,324.64,235.728,128.905,320.556,-934.324,75.3586,339.505,408.691,133.484,330.769
34240,0,-122.987,138.946,306.923,-175.623,119.161,269.994,-206.783,101.977,193.927,-223.907,97.3799,126.755,-286.251,90.1768,125.165,-294.172,87.1992,198.918,-258.959,90.8139,275.814,-267.23,99.4842,339.983,-339.887,99.1294,340.112,,,,-259.397,110.182,324.641,235.728,128.905,320.556,-934.35,75.3779,339.499,408.682,133.512,330.775
34241,0,-123.058,139.077,306.694,-175.496,119.81,269.525,-206.916,102.124,193.588,-224.001,97.2297,126.306,-286.302,90.1956,124.464,-294.556,87.039,197.749,-259.151,91.0693,275.008,-266.101,99.8477,339.482,-338.784,99.0001,340.223,,,,-259.399,110.181,324.64,235.727,128.903,320.549,-934.391,75.1442,339.532,408.689,133.487,330.768
34242,0,-123.074,139.335,306.498,-175.597,119.991,268.98,-207.316,101.299,193.396,-224.071,97.3933,126.07,-286.887,89.7319,123.561,-295.126,86.8518,197.084,-259.498,90.9957,273.909,-264.983,99.3074,338.927,-337.505,99.7667,340.031,,,,-259.648,109.872,324.602,235.725,128.901,320.556,-934.324,75.3627,339.501,408.694,133.509,330.777
34243,0,-123.243,139.402,306.252,-175.695,120.188,268.411,-207.352,101.796,193.022,-224.315,97.6078,125.835,-287.066,89.4904,122.868,-295.86,86.512,196.119,-259.635,90.8284,272.852,-263.126,99.2569,338.209,-336.224,100.328,339.858,,,,-259.481,110.047,324.645,235.724,128.899,320.549,-934.364,75.1441,339.532,408.682,133.512,330.775
34244,0,-123.349,139.701,305.698,-175.608,120.378,268.174,-207.562,101.958,192.635,-224.579,97.7193,125.662,-287.518,89.2515,122.004,-296.243,86.2704,195.149,-259.981,90.6505,271.613,,,,-335.116,100.019,339.881,,,,-259.42,110.114,324.662,235.728,128.905,320.556,-934.364,75.1325,339.532,408.69,133.487,330.768
34245,0,-123.563,139.904,305.397,-175.728,120.749,268.073,-207.957,102.137,192.454,-224.74,97.6306,125.076,-287.652,89.1754,120.995,-296.819,86.0447,194.053,-260.44,90.69,270.387,-261.314,99.515,336.37,-333.634,100.156,339.853,,,,-259.424,110.11,324.661,235.725,128.901,320.556,-934.324,75.3619,339.504,408.696,133.494,330.767
34246,0,-123.755,140.169,304.855,-176.102,121.058,267.562,-208.351,102.592,192.164,-224.89,97.6984,124.512,-287.858,88.9404,119.839,-297.753,85.4435,192.811,-260.892,90.6472,268.913,-259.24,98.014,335.232,-332.208,100.394,339.88,,,,-259.549,109.978,324.64,235.728,128.905,320.556,-934.363,75.1435,339.53,408.683,133.511,330.775
34247,0,-124.04,140.535,304.436,-176.453,121.126,266.734,-208.434,103.142,191.562,-225.071,97.6599,124.425,-288.07,88.7392,118.666,-298.36,84.9179,191.098,-261.515,90.3988,267.444,-258.05,97.3282,334.186,-331.012,100.393,340.259,,,,-259.456,110.075,324.652,235.728,128.905,320.556,-934.391,75.1364,339.533,408.669,133.552,330.757
34248,0,-124.323,140.884,303.864,-176.671,121.347,266.361,-208.591,103.409,190.692,-225.555,97.934,123.299,-288.316,88.2935,117.33,-298.898,84.8406,190.118,-262.508,90.1665,266.033,-257.556,97.469,333.246,-329.95,100.235,340.367,,,,-259.425,110.109,324.661,235.85,128.812,320.452,-934.354,75.3499,339.51,408.688,133.491,330.767
34249,0,-124.724,141.033,303.494,-176.965,121.673,265.743,-209.089,103.776,190.298,-226.22,98.1052,122.814,-288.461,87.985,116.068,-299.762,84.3712,188.732,-263.367,90.2839,264.989,-256.702,97.5238,332.304,-328.762,100.176,340.312,,,,-259.502,110.046,324.643,235.729,128.903,320.555,-934.354,75.3568,339.509,408.683,133.512,330.775
34250,0,-125.186,141.44,302.655,-177.142,121.929,265.106,-209.339,104.265,189.476,-226.582,98.1407,121.939,-288.633,87.7449,114.757,-300.305,84.0457,187.43,-264.341,90.1973,263.495,-256.122,98.1901,331.009,-327.888,100.391,340.3,,,,-259.197,110.458,324.892,235.727,128.905,320.556,-934.391,75.1436,339.532,408.682,133.512,330.775
34251,0,-125.489,141.644,302.263,-177.717,122.244,264.238,-209.824,104.06,188.936,-226.63,98.3196,121.429,-289.043,87.4411,113.91,-300.67,83.6685,186.109,-265.123,89.9564,262.499,-255.716,96.7981,330.466,-326.678,100.34,340.522,,,,-259.981,109.581,324.689,235.715,128.904,320.559,-934.391,75.1365,339.533,408.664,133.523,330.775
34252,0,-126.068,141.804,301.415,-177.975,122.699,263.285,-210.636,103.939,188.204,-227.221,98.492,120.524,-289.151,87.1988,112.93,-301.221,83.5397,185.321,-266.092,89.9551,261.837,-254.838,96.9325,329.147,-325.839,100.604,340.274,,,,-258.842,110.822,325.06,235.703,128.876,320.558,-934.351,75.3669,339.505,408.683,133.514,330.775
34253,0,-126.447,142.273,300.717,-178.494,123.101,262.47,-211.207,104.466,187.307,-227.649,98.6855,119.602,-289.506,86.7665,111.989,-301.911,83.1194,184.535,-266.644,89.8166,260.841,-254.772,97.4553,328.897,-324.939,100.043,340.278,,,,-259.009,110.627,325.037,235.712,128.9,320.558,-934.328,75.354,339.513,408.683,133.514,330.775
34254,0,-127.157,142.228,299.895,-178.941,123.745,261.584,-211.596,105.502,186.365,-227.896,98.7967,118.831,-289.983,86.5772,111.296,-302.457,82.685,183.802,-266.989,89.8491,260.241,-254.268,95.5998,327.681,-324.082,100.056,339.981,,,,-259.077,110.545,325.013,235.715,128.904,320.559,-934.364,75.1394,339.531,408.688,133.491,330.767
34255,0,-127.364,142.794,299.266,-179.274,124.123,260.849,-211.633,105.774,185.664,-228.308,98.5536,117.939,-290.541,86.5556,110.74,-302.786,82.3931,182.896,-267.936,89.5017,259.287,-253.717,96.5468,327.079,-323.177,99.8396,339.947,,,,-258.866,110.685,324.911,235.712,128.9,320.558,-934.364,75.1325,339.532,408.683,133.513,330.775
34256,0,-127.894,143.05,298.204,-179.984,124.297,260.253,-211.922,106.115,185.089,-228.84,99.1653,117.733,-290.948,86.5554,109.991,-303.388,81.9725,182.107,-268.316,89.433,258.693,-253.352,96.6481,325.953,-322.192,99.7995,340.025,,,,-258.946,110.63,324.813,235.712,128.9,320.558,-934.391,75.1397,339.532,408.707,133.429,330.766
34257,0,-128.325,143.446,297.428,-180.577,124.455,259.553,-212.393,105.951,184.164,-229.487,99.1859,116.828,-291.28,86.3689,109.204,-304.15,81.3987,181.459,-268.832,89.388,257.939,-253.075,96.5377,325.129,-321.036,99.7772,339.675,,,,-258.989,110.581,324.755,235.703,128.876,320.558,-934.364,75.1362,339.531,408.683,133.508,330.775
34258,0,-128.558,143.838,296.749,-180.999,124.911,258.85,-213.339,105.952,183.968,-230.028,99.248,116.198,-292.061,86.0269,108.644,-304.427,81.3759,180.912,-269.555,89.2347,257.052,-252.321,95.564,324.247,-320.44,99.6286,339.757,,,,-259.088,110.482,324.686,235.715,128.904,320.559,-934.343,75.2549,339.517,408.706,133.431,330.764
34259,0,-129.066,144.232,296.069,-181.374,125.694,258.395,-213.839,106.198,183.338,-230.665,99.4679,115.825,-292.539,85.9522,107.879,-304.492,81.2161,180.165,-270.252,89.1388,256.631,-252.122,95.3466,323.352,-319.611,99.7704,339.688,,,,-259.206,110.377,324.668,235.713,128.873,320.556,-934.312,75.3985,339.493,408.681,133.52,330.761
34260,0,-129.342,144.44,295.347,-181.684,125.799,257.594,-214.44,106.626,182.772,-231.13,99.6968,115.024,-292.874,85.8078,107.458,-305.495,80.2557,179.566,-270.614,89.1695,256.06,-251.866,95.4433,322.843,-318.994,99.6531,339.764,,,,-259.464,110.173,324.697,235.726,128.902,320.56,-934.314,75.3937,339.483,408.706,133.429,330.764
34261,0,-129.661,145.082,294.859,-181.948,126.34,256.75,-215.457,106.578,182.489,-231.831,100.257,114.791,-293.378,85.5869,106.853,-305.94,80.007,179.221,-270.878,89.1647,255.531,-251.917,96.4297,322.296,-318.588,99.6799,339.743,,,,-259.623,110.043,324.706,235.728,128.905,320.556,-934.314,75.3913,339.484,408.683,133.511,330.776
34262,0,-130.13,145.306,294.113,-182.654,126.917,256.449,-215.95,107.01,182.247,-232.433,100.256,114.439,-294.085,85.0829,106.504,-306.155,80.0688,178.988,-271.364,89.2127,255.078,-251.531,95.5168,321.58,-318.019,99.8035,339.598,,,,-259.595,110.069,324.702,235.713,128.873,320.556,-934.314,75.3912,339.484,408.683,133.504,330.787
34263,0,-130.68,145.637,293.456,-183.064,126.943,256.193,-216.465,107.687,181.733,-233.136,100.17,114.185,-294.621,85.0572,106.429,-306.586,79.8836,178.742,-271.932,88.8633,254.809,-251.558,95.3028,321.483,-317.435,99.6874,339.698,,,,-259.562,110.1,324.695,235.715,128.903,320.559,-934.287,75.386,339.483,408.691,133.475,330.796
34264,0,-130.764,145.959,292.831,-183.614,127.179,255.484,-217.173,107.805,181.314,-233.862,100.282,114.031,-294.94,85.2172,106.336,-307.393,79.3049,178.545,-272.294,88.6095,254.544,-251.648,95.8784,321.213,-317.056,99.7979,339.633,,,,-259.522,110.123,324.702,235.725,128.901,320.556,-934.304,75.2874,339.495,408.689,133.486,330.768
34265,0,-131.311,146.384,292.339,-184.015,127.905,255.184,-217.895,107.908,181.193,-234.174,100.675,113.497,-295.714,84.7742,106.079,-307.827,78.9032,178.221,-272.504,88.5936,254.2,-251.166,95.2973,320.227,-316.875,100.095,339.716,,,,-259.52,110.125,324.703,235.715,128.904,320.559,-934.286,75.3866,339.498,408.691,133.469,330.78
34266,0,-131.617,146.762,292.001,-184.188,128.414,254.892,-218.296,108.073,181.117,-235.166,100.731,113.644,-296.346,84.5456,105.96,-308.019,78.752,177.894,-272.718,88.7155,253.806,-251.469,95.4016,319.951,-316.039,99.9642,339.773,,,,-259.56,110.102,324.695,235.725,128.901,320.556,-934.314,75.3928,339.484,408.692,133.473,330.77
34267,0,-131.734,147.124,291.516,-184.629,129.088,254.835,-218.929,108.819,181.131,-235.739,100.527,113.65,-296.99,84.3902,105.687,-308.79,78.3704,177.809,-272.906,88.6088,253.417,-251.403,95.3675,319.84,-315.297,99.5984,339.926,,,,-259.512,110.129,324.626,235.715,128.904,320.559,-934.313,75.3954,339.5,408.683,133.502,330.787
34268,0,-132.113,147.505,291.153,-185.157,129.374,254.768,-219.835,108.651,181.177,-236.334,100.995,113.614,-297.328,84.1711,105.294,-309.368,77.9745,177.599,-273.526,88.3622,252.901,-251.175,95.7185,319.136,-314.914,100.001,339.443,,,,-259.502,110.138,324.625,235.715,128.904,320.559,-934.383,75.5776,339.544,408.684,133.501,330.802
34269,0,-132.182,147.961,291.043,-185.551,129.189,254.801,-220.435,109.302,181.181,-237.255,101.084,113.496,-297.683,84.044,104.976,-309.756,77.62,177.149,-273.915,88.2515,252.784,-250.912,96.0333,318.482,-313.866,100.076,339.649,,,,-259.515,110.124,324.624,235.715,128.904,320.559,-934.34,75.4024,339.506,408.683,133.5,330.786
34270,0,-132.38,148.398,290.872,-186.153,129.803,254.722,-221.182,109.575,181.425,-237.634,100.933,114.026,-298.257,84.2576,105.031,-310.323,77.174,176.926,-274.487,87.9769,252.4,-250.729,96.1627,318.076,-313.514,100.14,339.586,,,,-259.479,110.162,324.627,235.715,128.904,320.559,-934.331,75.2882,339.51,408.681,133.509,330.773
34271,0,-132.891,148.604,290.561,-186.377,130.443,254.613,-222.005,109.558,181.822,-238.286,101.104,113.964,-298.742,84.0742,104.823,-310.95,76.8989,176.863,-274.585,88.0332,251.915,-250.68,95.6796,316.909,-312.882,100.345,339.645,,,,-259.527,110.129,324.615,235.712,128.9,320.558,-934.34,75.3933,339.507,408.704,133.467,330.787
34272,0,-133.178,148.807,290.474,-186.461,130.958,254.528,-222.551,109.826,181.966,-238.468,102.011,113.757,-299.245,83.5943,104.437,-311.415,76.7739,176.7,-274.951,88.1229,251.65,-250.412,94.7145,316.51,-312.136,100.345,339.636,,,,-259.538,110.117,324.612,235.712,128.9,320.558,-934.346,75.4127,339.507,408.686,133.503,330.812
34273,0,-133.621,149.316,290.273,-187.207,131.128,254.523,-223.236,109.997,181.974,-239.4,101.327,113.866,-299.506,83.4154,104.235,-312.078,76.2381,176.352,-275.571,87.8993,251.179,-250.242,94.5516,315.69,-311.613,100.868,339.561,,,,-259.537,110.118,324.612,235.715,128.904,320.559,-934.357,75.3831,339.512,408.683,133.5,330.786
34274,0,-133.914,149.598,290.052,-187.931,130.83,254.606,-223.8,110.242,182.197,-240.101,101.279,114.111,-299.971,83.3381,104.13,-312.841,75.7835,175.979,-276.073,87.6177,250.768,-250.314,94.1421,315.093,-310.889,101.108,339.667,,,,-259.535,110.12,324.613,235.715,128.904,320.559,-934.396,75.1561,339.533,408.685,133.503,330.802
34275,0,-134.319,149.819,289.905,-188.169,130.597,254.693,-224.135,110.474,182.419,-240.284,101.389,114.389,-300.508,83.1756,103.795,-313.171,75.774,175.596,-276.439,87.4538,250.376,-250.424,94.7129,314.544,-310.041,101.147,339.362,,,,-259.535,110.12,324.613,235.715,128.904,320.559,-934.391,75.1482,339.511,408.684,133.501,330.796
34276,0,-134.857,150.135,289.812,-188.543,131.17,254.615,-224.717,110.896,182.326,-240.487,101.894,114.057,-301.002,83.0041,103.562,-313.954,75.2836,174.984,-276.826,87.5286,249.644,-249.948,93.4581,313.663,-309.466,100.928,339.362,,,,-259.598,110.071,324.613,235.708,128.913,320.558,-934.396,75.1534,339.535,408.711,133.403,330.783
34277,0,-135.329,150.236,289.791,-189.006,131.718,254.543,-225.588,110.678,182.493,-241.484,101.313,114.219,-301.201,82.8102,103.23,-314.566,75.1386,174.53,-277.306,87.7076,249.316,-250.056,93.2506,312.58,-308.654,101.318,339.279,,,,-259.609,110.059,324.61,235.715,128.904,320.559,-934.438,75.436,339.538,408.685,133.5,330.797
34278,0,-135.828,150.363,289.737,-189.498,131.367,254.593,-226.031,110.208,182.774,-241.741,101.782,114.231,-301.716,82.5852,102.996,-314.986,75.1068,174.34,-278.006,87.5225,248.73,,,,-308.257,101.249,339.304,,,,-259.596,110.122,324.603,235.715,128.904,320.559,-934.396,75.162,339.532,408.703,133.474,330.797
34279,0,-136.38,150.564,289.739,-190.144,131.431,254.687,-226.674,110.858,182.617,-242.034,101.724,114.227,-302.121,82.3453,102.497,-315.545,74.8595,174.027,-278.487,87.4624,248.306,-250.653,94.8659,311.436,-307.733,101.216,339.185,,,,-259.577,110.142,324.623,235.715,128.904,320.559,-934.473,75.451,339.567,408.681,133.508,330.773
34280,0,-136.682,150.648,289.715,-190.486,132.332,254.61,-227.44,110.507,182.817,-242.47,101.056,114.376,-302.231,82.3873,102.16,-316.146,74.5394,173.696,-279.043,87.3762,247.571,-250.664,94.9578,311.084,-307.206,101.277,339.212,,,,-259.614,110.103,324.62,235.715,128.904,320.559,-934.377,75.2791,339.524,408.716,133.416,330.776
