Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Snake_85:Head_M1,,,Snake_85:M2,,,Snake_85:M3,,,Snake_85:M4,,,Snake_85:M5,,,Snake_85:M6,,,Snake_85:M7,,,Snake_85:M8,,,Snake_85:M9,,,Snake_85:Vent_M10,,,branchy:OriginEnd,,,branchy:TargetEnd,,,branchy:OriginOther,,,branchy:TargetOther,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
34281,0,-137.102,150.751,289.601,-190.78,132.02,254.491,-227.855,110.196,182.925,-243.093,100.67,114.585,-302.68,82.2246,101.932,-316.555,74.328,173.204,-279.197,87.6028,247.454,-250.778,94.8712,310.638,-306.666,101.446,339.223,,,,-259.572,110.13,324.616,235.715,128.904,320.559,-934.358,75.3789,339.514,408.695,133.495,330.788
34282,0,-137.502,150.91,289.441,-191.568,131.673,254.609,-228.475,110.531,182.84,-243.387,100.785,114.634,-302.979,82.071,101.599,-316.985,74.2965,172.765,-279.6,87.6473,247.227,-250.705,94.5461,309.726,-306.072,101.713,339.434,,,,-259.574,110.081,324.611,235.726,128.902,320.56,-934.376,75.2761,339.523,408.717,133.415,330.777
34283,0,-138.257,150.713,289.304,-192.232,131.83,254.698,-229.139,110.422,182.951,-243.643,100.663,114.487,-303.281,81.9357,101.406,-317.311,74.5325,172.469,-280.061,87.5626,246.937,-250.779,94.4832,309.195,-305.502,101.956,339.214,,,,-259.57,110.132,324.616,235.715,128.904,320.559,-934.376,75.273,339.526,408.696,133.496,330.798
34284,0,-138.731,150.502,289.427,-192.437,132.12,254.795,-229.419,109.955,183.126,-243.847,100.549,114.542,-303.528,81.7758,101.193,-318.071,74.2282,172.259,-280.59,87.3707,246.07,-250.554,94.04,308.882,-304.701,102.007,339.152,,,,-259.566,110.09,324.611,235.716,128.906,320.565,-934.357,75.3805,339.513,408.675,133.517,330.799
34285,0,-138.998,150.454,289.447,-192.828,131.858,254.797,-229.688,109.99,183.065,-243.826,100.984,114.589,-303.814,81.4822,100.804,-318.571,74.0583,171.809,-281.087,87.3873,245.751,-250.522,93.8355,307.932,-303.919,102.081,339.273,,,,-259.576,110.079,324.613,235.715,128.904,320.559,-934.331,75.3793,339.513,408.699,133.477,330.778
34286,0,-139.391,150.294,289.551,-193.728,131.604,254.959,-230.312,109.948,183.364,-244.509,99.8616,114.796,-303.786,81.5824,100.582,-319.123,74.0945,171.513,-281.477,87.4574,245.51,-250.516,93.729,307.248,-303.061,102.314,339.269,,,,-259.521,110.118,324.623,235.715,128.904,320.559,-934.348,75.2734,339.521,408.694,133.506,330.776
34287,0,-139.945,150.168,289.793,-194.155,131.794,255.032,-231.008,109.668,183.321,-244.739,99.373,115.114,-304.022,81.6569,100.142,-319.71,74.0969,170.827,-282.295,87.3408,244.773,-250.877,93.8088,306.205,-302.395,102.47,339.261,,,,-259.514,110.126,324.625,235.715,128.904,320.559,-934.376,75.6422,339.546,408.673,133.519,330.774
34288,0,-140.216,150.349,290.026,-194.27,131.934,255.026,-231.314,109.417,183.551,-244.692,99.3846,114.883,-304.312,81.41,99.6064,-320.466,73.9547,170.135,-282.962,87.144,244.048,-250.834,93.6828,305.533,-301.585,102.433,339.299,,,,-259.517,110.124,324.626,235.726,128.902,320.56,-934.331,75.3875,339.512,408.717,133.416,330.777
34289,0,-141.079,149.724,290.391,-195.095,131.346,255.217,-231.585,108.834,184.054,-245.04,98.7383,115,-304.546,81.4372,99.2771,-320.973,73.9259,169.689,-283.169,87.402,243.662,-251.055,93.3241,304.4,-300.863,102.772,339.395,,,,-259.543,110.101,324.697,235.726,128.902,320.56,-934.342,75.2592,339.521,408.694,133.492,330.788
34290,0,-141.576,149.384,290.53,-195.831,131.243,255.263,-232.59,108.163,184.152,-244.985,98.3304,115.414,-304.551,81.4246,98.955,-321.404,73.9877,169.369,-284.131,87.273,243.157,-251.189,92.9998,304.049,-300.304,102.758,339.312,,,,-259.567,110.032,324.703,235.715,128.904,320.559,-934.341,75.264,339.521,408.694,133.511,330.777
34291,0,-142.391,149.086,290.906,-196.454,130.985,255.526,-233.138,108.383,184.234,-244.754,98.7364,115.338,-304.747,81.5415,98.8171,-322.226,74.1641,168.997,-284.632,87.2275,242.626,-251.437,92.8872,303.019,-299.62,103.033,339.352,,,,-259.576,110.027,324.717,235.726,128.902,320.56,-934.352,75.3665,339.512,408.675,133.508,330.788
34292,0,-143.109,148.581,291.37,-197.267,130.491,256.052,-234.032,107.265,184.621,-245.043,97.5424,115.763,-304.678,81.8057,98.4884,-322.561,74.0948,168.316,-284.937,87.3271,242.183,-251.54,93.067,302.578,-299.134,102.906,339.412,,,,-259.64,109.964,324.719,235.715,128.902,320.552,-934.368,75.1333,339.509,408.694,133.498,330.788
34293,0,-143.685,148.339,292.013,-197.923,130.235,256.99,-234.314,107.145,185.652,-245.084,96.7071,116.404,-304.624,81.8809,98.2924,-323.11,73.9944,167.709,-285.631,87.4049,241.765,-251.644,93.1683,301.86,-298.209,102.891,339.326,,,,-259.704,109.914,324.75,235.703,128.876,320.558,-934.29,75.3694,339.48,408.699,133.48,330.766
34294,0,-144.393,147.888,292.472,-198.823,129.952,257.552,-234.995,106.676,186.317,-244.862,97.2673,117.189,-304.519,81.9397,98.1195,-323.83,74.1673,167.678,-286.362,87.0224,241.283,-251.772,93.3859,300.959,-297.706,102.951,339.303,,,,-259.685,109.848,324.644,235.726,128.902,320.56,-934.315,75.3897,339.476,408.682,133.554,330.758
34295,0,-145.266,147.315,293.407,-199.428,129.064,258.707,-235.541,105.898,187.39,-244.867,97.1385,117.528,-304.36,81.8842,97.8859,-324.428,73.9368,167.338,-286.901,86.798,240.87,-252.018,92.6362,300.601,-297.331,102.872,339.314,,,,-259.787,109.751,324.666,235.855,128.809,320.449,-934.337,75.1374,339.531,408.697,133.502,330.754
34296,0,-145.981,146.689,294.605,-200.284,128.295,259.827,-236.701,105.277,188.432,-245.08,96.4907,119.098,-304.03,81.815,97.7322,-324.65,74.116,167.084,-287.171,87.1116,240.646,-252.234,92.336,300.007,-296.745,102.721,339.292,,,,-259.792,109.747,324.665,235.727,128.901,320.559,-934.313,75.3828,339.503,408.719,133.41,330.778
34297,0,-146.857,145.815,295.965,-201.443,127.724,261.388,-237.566,105.006,190.031,-245.07,96.0762,120.13,-303.702,82.1196,97.9801,-324.907,74.0793,166.835,-287.604,87.0462,240.459,-252.519,92.3075,299.583,-296.379,102.804,339.281,,,,-259.789,109.75,324.666,235.85,128.81,320.455,-934.313,75.3956,339.505,408.695,133.506,330.777
34298,0,-147.501,145.16,297.542,-202.167,126.934,262.726,-238.52,104.83,191.674,-244.977,95.8352,121.498,-303.065,82.6138,98.2279,-325.256,74.0978,166.692,-288.133,86.7708,240.457,-252.501,92.3075,299.527,-296.126,103.008,339.294,,,,-259.789,109.75,324.666,235.727,128.901,320.559,-934.352,75.1692,339.525,408.695,133.498,330.763
34299,0,-148.634,144.326,299.237,-203.167,126.408,264.471,-239.637,103.696,193.462,-244.715,95.832,123.276,-302.681,82.9651,98.3271,-325.354,74.0923,166.477,-288.446,86.3241,240.467,-252.829,91.6568,299.303,-295.9,103.236,339.294,,,,-259.789,109.75,324.666,235.738,128.904,320.558,-934.376,75.638,339.543,408.692,133.51,330.774
34300,0,-149.216,143.701,301.184,-204.243,125.868,266.576,-240.626,103.221,195.503,-244.313,96.1259,125.248,-301.958,83.6962,98.715,-325.531,74.0331,166.376,-288.683,86.0831,240.416,-252.997,91.2285,299.249,-295.656,103.315,339.282,,,,-259.801,109.784,324.666,235.726,128.902,320.56,-934.346,75.263,339.497,408.714,133.441,330.75
34301,0,-150.076,142.64,303.218,-205.148,124.571,269.26,-241.213,102.69,197.707,-244.094,96.1601,127.34,-300.953,83.6513,99.1075,-325.71,73.9289,166.289,-289.251,85.6427,240.33,-253.083,91.2475,298.997,-295.385,103.301,339.329,,,,-259.8,109.785,324.666,235.726,128.902,320.56,-934.33,75.3683,339.508,408.693,133.508,330.774
34302,0,-150.774,141.709,305.58,-205.701,123.62,271.946,-242.115,101.871,200.764,-243.985,95.8079,130.111,-300.016,84.3238,99.6159,-325.927,73.6716,166.007,-289.815,85.1627,239.953,-253.197,91.4203,298.159,-294.976,103.495,339.451,,,,-259.811,109.773,324.662,235.715,128.904,320.559,-934.333,75.3724,339.482,408.692,133.523,330.762
34303,0,-151.201,140.898,308.544,-206.426,123.226,274.996,-243.318,101.293,204.027,-243.673,96.3049,132.874,-298.974,84.6105,100.348,-326.049,73.2638,165.615,-290.246,84.9265,239.745,-253.36,91.6751,297.645,-294.77,103.372,339.482,,,,-259.856,109.745,324.655,235.719,128.911,320.56,-934.419,75.4517,339.564,408.691,133.519,330.762
34304,0,-151.303,140.297,311.51,-206.752,122.698,277.804,-244.347,100.76,207.349,-243.414,96.9143,136.301,-297.318,85.0847,101.25,-325.88,72.9518,165.359,-290.413,84.7802,239.642,-253.575,91.9847,297.241,-294.553,103.256,339.526,,,,-259.857,109.744,324.654,235.717,128.913,320.568,-934.395,75.1377,339.51,408.692,133.522,330.762
34305,0,-151.515,139.381,314.523,-207.185,121.95,281.283,-245.65,100.439,211.067,-243.025,97.1716,139.782,-295.591,85.7377,101.904,-325.45,72.7305,165.152,-290.482,84.5046,239.468,-253.751,92.1902,297.192,-294.412,103.183,339.467,,,,-259.856,109.744,324.655,235.726,128.902,320.56,-934.358,75.3736,339.513,408.692,133.522,330.762
34306,0,-151.342,138.921,317.925,-207.151,121.984,284.99,-246.329,100.671,215.371,-242.709,97.434,143.695,-293.807,86.1339,103.267,-325.099,72.5222,165.062,-291.052,83.7243,239.77,-253.853,92.151,297.011,-294.463,103.247,339.481,,,,-259.856,109.744,324.655,235.742,128.907,320.558,-934.408,75.6683,339.542,408.692,133.522,330.762
34307,0,-150.711,138.259,321.26,-207.257,121.191,288.879,-247.046,100.787,219.559,-242.651,96.9339,147.937,-291.951,87.1135,105.169,-324.875,72.1564,165.002,-291.346,83.0995,239.821,-254.013,92.0431,296.877,-294.313,103.021,339.396,,,,-259.864,109.738,324.661,235.719,128.911,320.56,-934.396,75.166,339.532,408.7,133.494,330.757
34308,0,-149.817,137.585,324.907,-206.945,120.822,293.843,-247.293,100.787,224.685,-242.726,96.5058,153.128,-289.704,87.5503,106.891,-324.486,71.7191,164.739,-291.436,82.5137,239.865,-254.189,92.0553,296.941,-294.092,103.289,339.355,,,,-259.857,109.744,324.655,235.726,128.902,320.56,-934.358,75.3709,339.514,408.699,133.489,330.756
34309,0,-148.485,137.584,329.071,-206.066,121.045,298.543,-247.51,100.709,230.122,-242.707,96.6636,158.478,-287.387,88.2761,109.055,-323.792,71.3814,164.653,-291.648,81.6899,240.094,-254.195,92.1405,296.692,-294,103.375,339.318,,,,-259.829,109.774,324.661,235.726,128.902,320.56,-934.396,75.1598,339.532,408.701,133.488,330.758
34310,0,-147.053,136.829,333.472,-204.797,121.217,303.398,-247.596,101.394,235.627,-242.317,97.2247,163.761,-284.232,89.3193,111.196,-322.747,71.1144,164.548,-291.867,80.8215,240.297,-254.211,92.1243,296.484,-293.902,103.375,339.324,,,,-259.855,109.746,324.655,235.726,128.902,320.56,-934.364,75.1329,339.532,408.715,133.44,330.751
34311,0,-144.981,136.378,337.845,-203.439,120.741,308.345,-248.259,101.697,241.445,-242.412,97.0435,170.15,-281.139,90.169,114.239,-322.035,70.68,164.453,-292.11,79.706,240.286,-254.279,92.0908,296.473,-293.829,103.386,339.358,,,,-259.844,109.758,324.657,235.739,128.903,320.558,-934.348,75.2657,339.521,408.692,133.519,330.762
34312,0,-142.866,135.976,342.539,-201.411,121.047,313.364,-248.035,102.156,247.672,-242.276,97.101,176.58,-277.884,90.7091,117.337,-320.783,70.3357,164.201,-292.111,79.096,240.612,-254.365,92.1083,296.183,-293.712,103.373,339.412,,,,-259.856,109.745,324.655,235.725,128.904,320.569,-934.357,75.3817,339.509,408.692,133.523,330.762
34313,0,-140.084,135.704,347.153,-199.331,121.455,318.796,-247.553,102.862,254.709,-241.62,97.7236,182.85,-274.067,91.5846,121.4,-319.577,69.8368,163.936,-292.001,78.5544,240.747,-254.337,92.336,296.016,-293.612,103.36,339.398,,,,-259.829,109.774,324.661,235.715,128.904,320.559,-934.369,75.1549,339.533,408.692,133.522,330.762
34314,0,-137.074,135.723,351.891,-196.882,121.967,324.858,-246.312,103.429,261.245,-240.951,98.2754,190.066,-270.257,92.8075,125.885,-318.074,69.4696,163.753,-291.909,77.857,240.665,-254.319,92.6525,295.726,-293.483,103.299,339.393,,,,-259.827,109.776,324.662,235.726,128.902,320.56,-934.364,75.1333,339.534,408.718,133.429,330.755
34315,0,-133.419,135.875,356.595,-194.058,122.102,331.072,-245.171,104.349,268.662,-240.372,98.4221,197.052,-266.314,93.6596,130.869,-316.386,69.2207,163.641,-292.026,77.1506,240.853,-254.294,92.6718,295.417,-293.35,103.295,339.486,,,,-259.844,109.711,324.655,235.726,128.902,320.56,-934.324,75.3618,339.504,408.716,133.431,330.753
34316,0,-129.095,136.3,361.473,-190.113,122.811,337.579,-243.037,105.537,276.098,-239.864,98.511,205.112,-262.57,94.3802,136.428,-314.397,68.719,163.516,-291.965,76.4245,240.875,-254.344,92.7173,295.364,-293.271,103.226,339.572,,,,-259.759,109.79,324.698,235.726,128.902,320.56,-934.363,75.1435,339.53,408.692,133.52,330.762
34317,0,-124.522,136.763,366.688,-185.89,123.482,344.312,-240.637,106.898,284.41,-239.21,98.5855,213.483,-258.493,95.5501,142.719,-312.123,68.6564,163.24,-291.694,75.6826,240.864,-254.469,92.8216,295.294,-293.204,103.168,339.573,,,,-259.744,109.76,324.699,235.726,128.902,320.56,-934.365,75.1333,339.534,408.692,133.523,330.762
34318,0,-119.117,137.201,371.894,-181.189,123.83,350.679,-238.03,108.775,292.523,-238.382,98.382,222.051,-254.226,96.5565,149.607,-309.395,68.85,163.361,-291.612,74.689,241.034,-254.575,92.9446,295.246,-293.131,103.165,339.593,,,,-259.736,109.764,324.688,235.726,128.902,320.56,-934.325,75.3589,339.492,408.692,133.522,330.762
34319,0,-112.99,137.459,377.019,-175.596,125.026,357.36,-235.323,110.288,301.142,-237.741,98.954,231.195,-249.823,97.5962,156.993,-306.231,69.3611,163.348,-291.337,73.9784,240.958,-254.735,93.0391,295.141,-293.013,103.111,339.603,,,,-259.742,109.762,324.715,235.715,128.904,320.559,-934.328,75.3492,339.495,408.692,133.522,330.762
34320,0,-106.32,138.368,382.424,-169.466,126.611,363.464,-231.309,112.185,309.926,-236.875,99.9041,240.34,-245.417,97.9825,165.337,-302.324,70.2386,163.438,-291.053,73.1793,241.178,-254.771,92.956,294.744,-292.827,103.021,339.617,,,,-259.758,109.697,324.708,235.715,128.904,320.559,-934.324,75.3655,339.504,408.692,133.522,330.762
34321,0,-98.9455,139.379,387.726,-163.257,128.408,370.199,-226.955,114.271,318.779,-235.872,100.983,250.109,-240.965,98.9763,173.76,-298.091,70.9389,164.095,-290.998,72.5563,241.265,-254.923,92.9515,294.619,-292.585,102.954,339.723,,,,-259.75,109.684,324.707,235.715,128.904,320.559,-934.328,75.3506,339.514,408.717,133.434,330.752
34322,0,-91.5458,140.279,392.838,-155.676,130.169,376.571,-221.868,116.775,327.805,-235.502,101.297,260.522,-236.316,99.4831,182.971,-293.18,72.3354,165.395,-290.908,71.3361,241.048,-255.256,93.0816,294.068,-292.257,102.815,339.611,,,,-259.766,109.621,324.701,235.728,128.905,320.556,-934.338,75.3239,339.511,408.693,133.519,330.763
34323,0,-83.2865,141.346,397.699,-148.157,131.645,383.094,-216.192,118.807,336.482,-234.617,102.719,270.685,-231.8,100.365,192.306,-287.256,73.8854,167.212,-291.041,70.7132,241.228,-255.474,92.9135,293.851,-292.088,102.789,339.747,,,,-259.792,109.593,324.694,235.715,128.902,320.552,-934.343,75.3114,339.476,408.692,133.512,330.774
34324,0,-74.7051,142.263,402.503,-140.15,133.655,389.842,-209.865,121.186,345.007,-233.345,104.621,280.975,-227.118,100.93,202.58,-280.451,75.568,170.001,-290.906,70.1822,241.229,-255.542,92.6942,293.547,-291.893,102.7,339.775,,,,-259.82,109.561,324.682,235.715,128.904,320.559,-934.344,75.3128,339.479,408.691,133.519,330.762
34325,0,-65.5906,143.659,407.2,-131.492,136.205,395.532,-202.83,123.757,353.375,-231.993,106.854,291.565,-223.208,101.092,212.909,-273.44,77.3001,173.953,-290.582,69.9362,241.09,-255.669,92.7184,293.518,-291.764,102.81,339.834,,,,-259.821,109.56,324.682,235.728,128.905,320.556,-934.37,75.3173,339.478,408.692,133.51,330.774
34326,0,-56.4341,144.535,411.336,-122.557,139.296,401.149,-195.24,126.432,361.649,-229.853,108.425,302.584,-219.21,101.922,223.752,-265.742,79.5644,178.441,-290.113,69.7434,240.654,-255.748,92.6595,293.512,-291.706,102.952,339.91,,,,-259.802,109.513,324.681,235.728,128.905,320.556,-934.351,75.394,339.462,408.699,133.438,330.754
34327,0,-46.4813,145.434,415.462,-112.78,141.976,406.714,-187.247,128.96,369.628,-226.777,111.07,313.572,-215.693,102.314,234.548,-257.696,81.6411,183.446,-289.643,69.4964,240.513,-255.906,92.4068,293.582,-291.597,103.007,339.964,,,,-259.831,109.48,324.669,235.728,128.905,320.556,-934.428,75.523,339.518,408.699,133.493,330.756
34328,0,-36.2345,146.4,419.474,-103.516,145.149,412.024,-178.356,131.18,377.659,-222.878,114.076,324.126,-212.545,102.38,246.053,-248.701,83.448,188.923,-288.34,69.9548,239.838,-256.039,92.1254,293.604,-291.436,103.107,339.997,,,,-259.886,109.417,324.653,235.727,128.907,320.565,-934.411,75.285,339.484,408.699,133.494,330.755
34329,0,-26.2228,147.241,422.814,-92.9876,148.538,417.126,-169.065,134.195,384.698,-217.786,116.976,335.088,-209.702,103.541,257.163,-239.84,84.8205,195.279,-287.094,70.2548,238.82,-256.147,92.0164,293.35,-291.275,103.144,340.178,,,,-259.924,109.372,324.629,235.725,128.901,320.556,-934.456,75.5164,339.526,408.698,133.496,330.754
34330,0,-15.8558,148.025,426.214,-82.7024,151.069,422.238,-159.116,137.378,391.704,-211.716,119.912,345.314,-206.957,104.892,267.904,-230.906,86.2393,202.85,-284.847,70.7133,237.78,-256.27,92.1534,292.906,-290.993,103.462,340.158,,,,-259.969,109.324,324.619,235.715,128.904,320.559,-934.457,75.5193,339.52,408.692,133.521,330.762
34331,0,-5.1179,148.83,429.337,-72.0437,153.91,426.712,-149.211,139.709,398.483,-204.115,122.66,355.312,-204.189,106.611,278.398,-222.128,87.139,210.559,-281.64,71.3684,236.393,-256.542,91.5697,292.522,-290.532,103.511,340.213,,,,-259.995,109.308,324.607,235.725,128.901,320.556,-934.426,75.6768,339.495,408.714,133.44,330.75
34332,0,5.28824,149.359,432.197,-61.2226,157.103,430.949,-138.632,142.766,405.226,-196.204,125.396,364.84,-201.532,108.662,288.811,-213.394,89.3937,218.514,-276.925,71.9827,235.102,-256.984,90.9588,292.132,-290.11,103.29,340.316,,,,-259.995,109.309,324.607,235.736,128.899,320.557,-934.437,75.6578,339.497,408.716,133.435,330.752
34333,0,16.0506,150.032,434.609,-50.157,160.213,434.983,-128.14,145.835,411.768,-187.552,128.537,374.177,-198.703,110.862,299.105,-205.226,91.3735,227.209,-271.35,72.5624,233.813,-257.129,90.2778,291.977,-289.834,103.277,340.363,,,,-260,109.307,324.633,235.739,128.903,320.558,-934.464,75.6572,339.499,408.692,133.517,330.762
34334,0,26.6381,150.35,436.561,-38.6974,162.414,438.783,-116.82,148.751,418.011,-178.078,131.521,382.859,-194.969,113.643,309.078,-197.596,92.8304,236.292,-264.194,73.1555,233.18,-257.38,89.7738,291.273,-289.408,103.291,340.394,,,,-260.058,109.261,324.614,235.737,128.903,320.559,-934.464,75.6574,339.499,408.692,133.523,330.762
34335,0,37.619,150.848,438.444,-27.6449,164.52,441.992,-105.632,152.282,424.043,-167.69,134.637,391.071,-191.296,116.675,319.14,-189.864,95.3936,244.972,-255.781,74.0648,233.4,-257.479,89.8264,290.818,-288.768,103.049,340.427,,,,-260.07,109.238,324.576,235.712,128.9,320.558,-934.422,75.4071,339.455,408.716,133.435,330.753
34336,0,48.1233,150.747,439.511,-16.3826,166.155,445.037,,,,-156.772,137.918,398.514,-186.498,119.2,328.847,-183.375,97.5203,254.474,-247.189,74.7412,234.091,-258.113,88.3951,290.215,-288.065,103.114,340.688,,,,-259.666,109.695,324.734,235.725,128.901,320.556,-934.466,75.6364,339.502,408.692,133.519,330.763
34337,0,58.6754,150.669,440.321,-5.11826,167.84,447.4,,,,-144.972,140.821,405.504,-181.196,120.632,338.794,-176.882,99.5417,263.021,-238.162,75.7637,235.772,-258.233,87.2335,289.203,-287.073,102.93,340.804,,,,-260.075,109.259,324.663,235.726,128.902,320.56,-934.466,75.6474,339.501,408.716,133.423,330.764
34338,0,69.0906,150.363,440.855,6.15294,168.602,448.883,-71.9633,167.203,443.167,-132.736,143.999,411.815,-174.469,123.292,348.166,-170.472,102.615,272.463,-228.709,77.0716,238.377,-258.386,86.7386,288.126,-285.43,102.916,341.311,,,,-260.112,109.266,324.657,235.739,128.903,320.558,-934.464,75.6575,339.499,408.693,133.518,330.763
34339,0,79.356,149.765,441.328,16.9582,170.044,449.9,-60.2395,171.883,449.367,-120.273,147.517,417.288,-166.804,125.445,357.686,-164.515,105.358,281.503,-219.486,78.0111,241.926,-257.422,85.8722,285.975,-283.86,102.248,341.414,,,,-260.008,109.354,324.693,235.736,128.899,320.557,-934.464,75.6184,339.505,408.694,133.511,330.776
34340,0,89.7765,149.37,441.38,27.8556,170.049,449.928,-48.6217,177.022,455.847,-107.623,151.54,423.367,-157.911,127.286,366.72,-159.134,108.61,289.791,-210.537,79.3178,246.136,-256.202,84.6037,284.431,-281.029,101.941,341.902,,,,-259.975,109.381,324.705,235.728,128.905,320.556,-934.466,75.6429,339.502,408.692,133.521,330.762
34341,0,100.279,148.807,440.932,38.5709,170.209,450.114,,,,-94.9547,156.134,429.093,-147.635,129.554,375.143,-154.316,111.204,298.322,-202.278,80.4829,250.819,-253.698,82.8118,282.802,-278.217,101.519,342.181,,,,-260.052,109.316,324.693,235.739,128.903,320.558,-934.464,75.6577,339.499,408.718,133.411,330.777
34342,0,110.728,148.44,440.545,49.1412,169.925,449.444,-24.4813,188.583,467.003,-82.4887,161.169,434.763,-136.654,132.44,382.37,-149.729,114.046,306.634,-194.615,82.0773,255.76,-250.573,81.6638,282.115,-274.943,101.774,342.415,,,,-259.958,109.382,324.714,235.738,128.905,320.566,-934.437,75.6557,339.499,408.692,133.515,330.762
